lon,lat,v
-124.905,35.453333,8.41741935483871
-124.9034,35.45328,12.37836
-124.903333,35.453333,9.856447368421053
-124.901666,35.453333,11.082647058823529
-124.90163,35.45368,10.744826086956522
-124.90017,35.44867,10.384095238095238
-124.8976,35.45587,9.798409090909091
-124.895,35.46132,8.96946153846154
-124.891666,35.466666,9.531428571428572
-124.89,35.451666,9.045185185185185
-124.866666,35.475,11.048275862068966
-124.816666,35.4,10.678181818181818
-124.783333,36.366666,9.060625
-124.763333,33.946666,11.833529411764706
-124.758333,33.98,10.87029411764706
-124.756666,33.975,11.761176470588236
-124.756666,33.976666,11.725454545454545
-124.753333,33.981666,12.473030303030303
-124.751666,33.973333,10.582391304347826
-124.75,33.975,10.496
-124.733333,33.975,10.308666666666667
-124.65,36.4,9.531612903225806
-124.641666,36.383333,9.758034682080925
-124.637,36.37417,8.88525
-124.636666,36.381666,10.329428571428572
-124.635,36.373333,8.970740740740741
-124.633333,34.85,8.444333333333333
-124.633333,36.241666,10.131666666666666
-124.633333,36.375,10.862758620689656
-124.633333,36.383333,9.624
-124.63157,36.37437,10.836333333333334
-124.63083,36.37317,9.736739130434783
-124.63083,36.37432,10.211521739130434
-124.6307,36.3755,10.339904761904762
-124.6307,36.37653,10.05704761904762
-124.63,36.376666,10.681764705882353
-124.628333,36.376666,10.470581395348837
-124.626666,36.376666,9.073870967741936
-124.625,36.366666,9.534
-124.625,36.383333,8.805882352941177
-124.62468,36.37498,9.787363636363636
-124.616666,36.376666,10.663333333333334
-124.616666,36.383333,9.521818181818182
-124.608333,36.316666,8.684390243902438
-124.608333,36.358333,10.391923076923076
-124.6,36.35,8.517586206896551
-124.6,36.383333,7.537692307692308
-124.583333,36.383333,8.866428571428571
-124.566666,35,8.204545454545455
-124.558333,37.291666,9.0515625
-124.551667,35.62,8.57
-124.55,34.908333,7.916470588235294
-124.55,35.618333,9.627
-124.55,35.621666,9.377857142857144
-124.55,35.626667,8.8696875
-124.54,35.616666,8.904285714285715
-124.533333,34.841666,7.0020338983050845
-124.533333,34.933333,8.05121212121212
-124.533333,34.941666,9.430909090909092
-124.525,34.816666,7.95
-124.523333,34.886666,10.892121212121213
-124.516666,34.858333,9.983260869565218
-124.516666,34.9,9.375483870967741
-124.516666,34.925,9.137741935483872
-124.516666,34.958333,8.123823529411764
-124.513333,34.898333,10.873870967741935
-124.508333,34.875,7.647045454545455
-124.508333,34.891666,9.994193548387097
-124.508333,34.9,9.134520547945206
-124.5,34.866666,9.9619
-124.5,34.875,8.876
-124.5,34.883333,8.901126307320997
-124.5,34.9,8.527666666666667
-124.5,34.908333,6.284354838709677
-124.495,34.885,11.410322580645161
-124.491666,34.866666,9.799354838709677
-124.491666,34.875,8.301833333333333
-124.491666,34.883333,7.526065573770492
-124.491666,34.891666,9.169659090909091
-124.491666,34.9,8.866756756756757
-124.48917,34.87517,10.910961538461539
-124.486667,34.88,10.5396875
-124.483333,34.878333,11.6309375
-124.483333,34.883333,9.486219512195122
-124.483333,34.891666,10.384516129032258
-124.483333,34.908333,8.5071875
-124.483333,34.916666,9.939333333333334
-124.48232,34.87767,10.703909090909091
-124.48167,34.88272,10.475833333333334
-124.4812,34.87718,10.132608695652173
-124.48082,34.88232,10.32885
-124.48,34.881666,10.82
-124.4785,34.88363,11.285130434782609
-124.478333,34.883333,9.551612903225806
-124.478,34.8795,9.714705882352941
-124.47673,34.88047,10.81548275862069
-124.476666,34.881666,11.18
-124.476666,34.886666,10.526222222222222
-124.468333,34.896666,11.531612903225806
-124.466666,34.825,10.347894736842106
-124.466666,34.883333,10.290434782608695
-124.458333,34.883333,10.16
-124.45,34.808333,9.882727272727273
-124.45,34.85,10.072
-124.45,34.858333,11.285862068965518
-124.45,34.891666,10.17842105263158
-124.45,34.908333,9.581935483870968
-124.45,36.325,11.270625
-124.433333,34.9,7.701944444444444
-124.425,34.883333,9.998064516129032
-124.416666,37.133333,8.505
-124.408333,37.308333,9.008
-124.4,37.241666,7.621428571428571
-124.391666,37.25,8.933870967741935
-124.391666,37.333333,11.090555555555556
-124.383333,37.275,7.360754716981132
-124.383333,37.3,9.493870967741936
-124.383333,37.325,9.19111111111111
-124.375,37.225,9.074
-124.375,37.275,9.848
-124.366666,37.275,8.602784810126582
-124.366666,37.283333,9.61
-124.366666,37.316666,8.177407407407408
-124.366666,37.35,9.427241379310345
-124.358333,37.241666,7.7426315789473685
-124.358333,37.275,9.368
-124.358333,37.283333,9.837058823529413
-124.351666,33.358333,11.307714285714285
-124.35,37.25,8.445087719298245
-124.35,37.283333,7.831875540190147
-124.35,37.308333,8.862692307692308
-124.35,37.316666,9.234024390243903
-124.345,33.395,15.21
-124.341666,37.283333,7.74265306122449
-124.341666,37.291666,8.6359375
-124.33817,37.28083,10.318166666666666
-124.336667,37.285,9.0746875
-124.336666,33.393333,11.922941176470589
-124.336666,37.273333,10.03970588235294
-124.336666,37.28,9.7390625
-124.335,33.388333,11.68375
-124.335,37.271666,10.68695652173913
-124.335,37.27682,9.937173913043479
-124.333333,33.4,9.3533333333333335
-124.333333,33.416666,10.293333333333333
-124.333333,37.283333,6.802178770949721
-124.333333,37.333333,9.59142857142857
-124.331666,33.381666,12.02264705882353
-124.331666,33.386666,12.365
-124.331666,33.39,9.9575
-124.331666,33.398333,7.362826086956522
-124.331666,37.28,9.567164179104477
-124.33007,37.28207,9.956318181818181
-124.33,33.38,11.785135135135135
-124.33,33.385,10.202424242424243
-124.33,33.386666,10.497714285714286
-124.33,33.388333,11.757631578947368
-124.33,33.391666,12.025142857142857
-124.33,37.283333,9.057692307692308
-124.3289,37.27973,9.749318181818182
-124.328333,33.368333,10.680588235294117
-124.328333,33.385,10.964193548387097
-124.328333,33.386666,11.004411764705882
-124.328333,33.386667,10.851034482758621
-124.328333,33.388333,12.005652173913044
-124.328333,33.39,10.015151515151516
-124.328333,33.391667,11.286896551724137
-124.328333,33.408333,14.211891891891892
-124.328333,37.278333,9.895294117647058
-124.32828,33.39087,10.27803448275862
-124.32747,37.2783,10.07542857142857
-124.32718,37.2791,11.08904
-124.326666,33.386666,11.710923076923077
-124.326666,33.388333,10.678125
-124.326666,33.39,11.666057692307692
-124.326666,33.391666,11.306875
-124.326666,33.393333,10.697272727272727
-124.326666,37.253333,NA
-124.326666,37.278333,9.113823529411764
-124.32503,33.38717,12.72572972972973
-124.325,33.381667,11.351379310344827
-124.325,33.383333,11.847741935483871
-124.325,33.386666,10.426615384615385
-124.325,33.388333,11.427142857142858
-124.325,33.39,11.164285714285715
-124.325,33.391666,11.173404255319149
-124.325,33.4,11.502647058823529
-124.325,37.28,9.742777777777778
-124.325,37.281666,9.687368421052632
-124.32412,33.3808,12.014611111111112
-124.32342,33.38753,11.072642857142856
-124.323333,33.383333,11.525360824742268
-124.323333,33.385,11.611757575757576
-124.323333,33.386666,10.7953125
-124.323333,33.386667,10.516666666666667
-124.323333,33.388333,11.61414937759336
-124.323333,33.39,10.739369369369369
-124.323333,33.391666,12.128529411764706
-124.323333,33.393333,13.046969696969697
-124.3233,33.38827,12.654866666666667
-124.32303,33.38808,10.482382352941176
-124.32288,33.38802,12.639964285714285
-124.32277,33.38908,11.748241379310345
-124.32273,33.38748,12.909666666666666
-124.32272,33.388420000000004,12.006107142857143
-124.32237,33.38618,11.61325
-124.32228,33.38662,11.017366666666666
-124.32227,33.3858,11.375896551724137
-124.321667,33.385,11.456206896551723
-124.321667,33.388333,10.757692307692308
-124.321667,33.39,10.745666666666667
-124.321666,33.383333,11.714242424242425
-124.321666,33.385,10.933870967741935
-124.321666,33.386666,16.836896551724138
-124.321666,33.388333,11.633723404255319
-124.321666,33.39,11.616944444444444
-124.321666,33.391666,11.258235294117647
-124.32128,33.38903,10.384321428571429
-124.32112,33.38438,11.471142857142857
-124.321,33.3815,10.625666666666667
-124.32,33.383333,14.611666666666666
-124.32,33.385,11.215376344086021
-124.32,33.386666,11.266363636363636
-124.32,33.391666,10.30264705882353
-124.31947,33.38347,10.545
-124.31947,33.3883,11.761806451612904
-124.319,33.38467,12.60438888888889
-124.31898,33.39412,12.014457142857143
-124.318333,33.383333,11.415
-124.318333,33.385,11.54275
-124.318333,33.386666,10.873298969072165
-124.31783,33.39717,11.930305555555556
-124.316666,33.383333,11.804285714285715
-124.316666,33.388333,10.71030303030303
-124.316666,33.39,11.121515151515151
-124.316666,33.391666,11.868125
-124.316666,33.393333,12.6846875
-124.316666,34.775,9.299666666666667
-124.316666,37.3,9.087857142857143
-124.3145,33.38312,11.856357142857142
-124.313333,33.39,15.663571428571428
-124.313333,33.398333,10.8684375
-124.308333,37.291666,7.828461538461538
-124.3,37.275,7.972941176470588
-124.291666,37.316666,9.414666666666667
-124.283333,35.8,9.51142857142857
-124.266666,35.8,10.001
-124.266666,35.858333,9.743548387096775
-124.266666,37.233333,9.1021875
-124.266666,37.333333,9.436129032258064
-124.266666,37.358333,9.4875
-124.241666,35.866666,16.263
-124.233333,37.266666,9.316875
-124.23,30.443333,11.25
-124.225,35.808333,10.008571428571429
-124.216666,35.791666,9.4371875
-124.216666,37.225,7.257333333333333
-124.208333,35.783333,9.88758064516129
-124.208333,35.791666,9.765714285714285
-124.208333,35.8,5.921428571428572
-124.20717,35.78967,9.529259259259259
-124.2055,35.78817,9.793761904761904
-124.201667,35.791667,8.61483870967742
-124.2,31.921666,12.716486486486486
-124.2,35.788333,9.165333333333333
-124.2,35.791666,10.041851851851852
-124.2,35.793333,8.277666666666667
-124.2,35.8,9.77559829059829
-124.2,35.808333,9.16
-124.2,35.816666,10.287857142857144
-124.19728,35.7949,10.118318181818182
-124.19717,35.7868,9.899714285714285
-124.196666,35.785,10.5
-124.195,35.786666,10.199624060150375
-124.195,35.788333,9.121379310344828
-124.1945,35.7857,9.83540909090909
-124.1941,35.78542,10.644
-124.194,35.78567,10.47736
-124.193333,35.798333,NA
-124.191666,31.913333,12.965277777777779
-124.191666,35.791666,7.520384615384615
-124.19,35.78,10.494545454545454
-124.19,35.788333,8.848888888888888
-124.188333,35.78,10.508
-124.18818,35.784,10.756173913043478
-124.185,31.915,10.455744680851064
-124.185,31.92,12.640588235294118
-124.183333,35.816666,10.894375
-124.181666,31.92,12.425277777777778
-124.18,31.903333,12.5828125
-124.18,31.913333,11.412285714285714
-124.18,35.775,10.199411764705882
-124.18,35.786666,8.652413793103449
-124.178333,31.913333,12.746197183098591
-124.178333,31.915,11.538484848484849
-124.176666,31.908333,13.006222222222222
-124.176666,31.915,12.942903225806452
-124.175,31.908333,11.389117647058823
-124.175,31.91,12.622727272727273
-124.175,31.913333,11.691162790697675
-124.175,31.918333,11.695
-124.175,31.92,15.915454545454546
-124.174,31.9105,12.480060606060606
-124.1739,31.91212,12.150774193548386
-124.173333,31.906667,12.175161290322581
-124.173333,31.908333,12.288529411764706
-124.173333,31.91,13.898055555555555
-124.173333,31.911666,12.375373134328358
-124.173333,31.913333,10.460322580645162
-124.173333,31.915,12.568235294117647
-124.173333,31.926666,14.273333333333333
-124.17333000000001,31.91667,11.666756756756756
-124.1732,31.912,11.152733333333334
-124.17252,31.92268,12.8165
-124.171667,31.908333,12.510857142857143
-124.171667,31.91,10.975172413793103
-124.171667,31.913333,12.22516129032258
-124.171667,31.925,11.443888888888889
-124.171666,31.908333,12.306666666666667
-124.171666,31.91,11.833650793650794
-124.171666,31.911666,11.75984375
-124.171666,31.913333,10.391470588235293
-124.171666,31.916666,12.15264705882353
-124.17162,31.91167,11.308617647058824
-124.17117,31.91317,11.435161290322581
-124.17043,31.91132,12.0673
-124.17028,31.9118,12.520967741935484
-124.17022,31.9123,12.033689655172413
-124.17,31.898333,11.666571428571428
-124.17,31.901667,11.11264705882353
-124.17,31.908333,11.577727272727273
-124.17,31.91,12.373892617449664
-124.17,31.911666,11.303894389438945
-124.17,31.911667,11.475483870967741
-124.17,31.913333,11.757227722772278
-124.17,31.916666,10.775
-124.17,31.921666,13.79735294117647
-124.16993,31.91183,12.865966666666667
-124.16983,31.90733,11.058324324324325
-124.16963,31.9119,11.642666666666667
-124.16963,31.9146,12.706028571428572
-124.16952,31.91132,12.730621621621621
-124.1695,31.91288,13.56116129032258
-124.16927,31.91103,12.292612903225807
-124.168333,31.905,12.01
-124.168333,31.906666,11.063030303030303
-124.168333,31.908333,12.696764705882353
-124.168333,31.91,11.50969696969697
-124.168333,31.911666,11.897191489361703
-124.168333,31.913333,11.594242424242424
-124.168333,31.92,12.28972972972973
-124.16823,31.91027,11.46406896551724
-124.16757,31.91133,12.646162162162161
-124.16757,31.91188,12.915
-124.166667,31.911667,12.444666666666667
-124.166667,31.913333,11.036451612903226
-124.166666,31.911666,13.007272727272728
-124.166666,31.915,10.88
-124.166666,31.916666,12.863030303030303
-124.166666,32.683333,11.454516129032259
-124.165,31.916666,11.053428571428572
-124.16433,31.91432,11.165064516129032
-124.163333,31.91,11.426857142857143
-124.161666,31.915,11.50470588235294
-124.16,31.883333,11.543714285714286
-124.16,31.916666,14.202631578947368
-124.158333,31.91,10.897741935483872
-124.15832,31.90817,10.895933333333334
-124.156666,31.896666,13.069705882352942
-124.156666,31.93,16.916666666666668
-124.153333,31.921666,11.608055555555556
-124.133333,37.466666,8.934516129032257
-124.116666,34.15,10.838125
-124.108333,30.483333,7.96304347826087
-124.1,34.316666,9.822666666666667
-124.083333,30.433333,10.161111111111111
-124.075,30.408333,10.424848484848484
-124.075,30.416666,6.474107142857143
-124.075,30.433333,8.444772727272728
-124.07093,34.30687,10.674192307692307
-124.066666,34.3,7.839238095238096
-124.066666,34.308333,10.260323741007195
-124.066666,34.316666,8.673684210526316
-124.066666,34.333333,8.34157894736842
-124.0655,34.3104,11.5916
-124.06513,34.31052,11.421
-124.063333,34.303333,9.982727272727272
-124.063333,34.31,10.610425531914894
-124.061666,34.31,11.455113636363636
-124.061,34.31,11.130666666666666
-124.058333,34.308333,10.866470588235295
-124.058333,36.525,9.558064516129033
-124.05777,34.31028,10.404416666666666
-124.055,34.308333,10.91375
-124.05433,34.31517,11.004857142857142
-124.051666,34.316666,12.128823529411765
-124.05,34.275,8.552857142857142
-124.05,34.283333,8.349354838709678
-124.05,34.3,9.191538461538462
-124.05,34.308333,7.948846153846154
-124.04,34.318333,10.636764705882353
-124.033333,30.366666,8.913333333333334
-124.033333,30.4,9.749629629629629
-124.033333,34.283333,10.04703125
-124.033333,34.316666,10.412666666666667
-124.028333,30.466666,12.96
-124.026666,30.428333,14.806
-124.025,30.45,11.4721875
-124.023333,34.333333,11.5334375
-124.021666,30.436666,17.128125
-124.018333,30.428333,12.234848484848484
-124.016666,30.391666,10.86921875
-124.016666,30.408333,8.911860465116279
-124.016666,30.416666,10.054
-124.016666,30.441666,6.820862068965517
-124.016666,30.45,11.608181818181817
-124.011666,30.421666,12.4259375
-124.01,30.436666,11.421612903225807
-124.008333,30.408333,9.508888888888889
-124.008333,30.42,11.891176470588235
-124.008333,30.428333,12.856176470588235
-124.00767,30.41132,12.405628571428572
-124.006666,30.421666,12.0084375
-124.005,30.42,11.742153846153846
-124.003333,30.408333,11.715135135135135
-124.003333,30.415,11.456666666666667
-124.003333,30.416666,13.135757575757577
-124.003333,30.418333,13.183333333333334
-124.003333,30.42,10.845625
-124.003333,30.423333,12.13375
-124.003333,30.425,13.35
-124.003,30.41583,12.847794117647059
-124.00202,30.41778,11.59151724137931
-124.00167,30.4148,13.610636363636363
-124.001667,30.4,13.02111111111111
-124.001667,30.42,11.948813559322033
-124.001666,30.408333,12.093055555555555
-124.001666,30.413333,11.525106382978723
-124.001666,30.416666,13.00925
-124.001666,30.418333,13.118484848484849
-124.001666,30.421666,15.991428571428571
-124.001666,30.425,12.816969696969696
-124.001666,30.426666,13.3647
-124.001,30.41957,12.149903225806451
-124.00082,30.41797,12.454633333333334
-124.00067,30.41642,12.066266666666667
-124.00067,30.4175,11.949875
-124.00067,30.4177,11.81967741935484
-124.00038,30.42103,11.133413793103449
-124,30.383333,11.64913043478261
-124,30.408333,8.568064516129033
-124,30.415,12.117252747252747
-124,30.416666,10.827795591182365
-124,30.42,12.645454545454545
-124,30.421666,13.1409
-124,30.423333,12.475625
-124,30.428333,12.5959375
-124,32.75,9.574242424242424
-124,34.283333,10.389393939393939
-123.9999,30.41607,12.256258064516128
-123.999,30.41082,12.599142857142857
-123.99893,30.41797,12.685322580645161
-123.99893,30.41798,13.0236
-123.99872,30.41833,13.611117647058823
-123.99862,30.41828,12.26953125
-123.99858,30.41867,13.58915625
-123.99847,30.41798,12.745166666666666
-123.998333,30.41,13.41625
-123.998333,30.413333,13.371875
-123.998333,30.415,12.842307692307692
-123.998333,30.416666,13.540559006211181
-123.998333,30.416667,12.312727272727273
-123.998333,30.418333,13.831606299212599
-123.998333,30.42,12.438358208955224
-123.998333,30.421666,13.143333333333333
-123.998333,30.421667,12.032058823529411
-123.998333,30.425,12.321034482758622
-123.99828,30.41848,12.16537142857143
-123.99817,30.4185,12.50325
-123.998,30.41782,13.648125
-123.99787,30.41673,13.377818181818181
-123.9978,30.4159,12.953
-123.996667,30.413333,11.267222222222221
-123.996667,30.416667,11.559032258064516
-123.996667,30.418333,11.667575757575758
-123.996667,30.42,11.644193548387097
-123.996666,30.415,12.11376811594203
-123.996666,30.416666,12.336929133858268
-123.996666,30.418333,11.625333333333334
-123.996666,30.423333,12.9709375
-123.996666,30.426666,14.2753125
-123.996666,30.428333,13.154545454545454
-123.996666,30.43,16.39
-123.9958,30.41732,12.602733333333333
-123.99558,30.42303,12.538529411764706
-123.995,30.403333,12.87375
-123.995,30.41,12.576176470588235
-123.995,30.416666,12.78
-123.995,30.418333,13.203088235294118
-123.995,30.441666,18.642857142857142
-123.993333,30.411666,15.972666666666667
-123.993333,30.415,12.537765957446808
-123.993333,30.418333,12.30764705882353
-123.993333,30.421666,12.922647058823529
-123.993333,30.435,11.761818181818182
-123.991667,30.415,11.42448275862069
-123.991666,30.35,11.526875
-123.991666,30.408333,12.431290322580645
-123.991666,30.416666,12.732040816326531
-123.991666,30.43,12.55151515151515
-123.99,30.408333,12.444705882352942
-123.99,30.413333,11.924545454545454
-123.99,30.42,12.063939393939394
-123.99,30.423333,11.875151515151515
-123.9897,30.41813,12.957483870967742
-123.988333,30.415,12.925
-123.985,30.403333,12.080652173913043
-123.983333,30.4,12.1196875
-123.983333,30.425,11.956666666666667
-123.976666,30.421666,12.5465625
-123.975,30.516666,9.439677419354839
-123.966666,32.675,10.334333333333333
-123.958333,30.425,11.033548387096774
-123.958333,32.508333,10.3984375
-123.951666,32.84,NA
-123.95,30.375,12.7703125
-123.95,36.691666,9.910714285714286
-123.95,36.708333,9.541212121212121
-123.941666,30.425,6.243768115942029
-123.935,32.831666,10.999032258064515
-123.933333,30.416666,11.869
-123.933333,32.8,9.8046875
-123.933333,32.816666,8.162903225806451
-123.933333,32.818333,11.461351351351352
-123.933333,32.825,6.5346153846153845
-123.933333,32.833333,9.783636363636363
-123.933333,32.908333,11.691666666666666
-123.933333,32.95,9.473666666666666
-123.933333,36.633333,7.821
-123.933333,36.691666,7.862105263157894
-123.933333,36.7,9.70875
-123.926666,32.796666,10.170625
-123.926666,32.813333,12.128857142857143
-123.925,32.816666,8.330294117647059
-123.925,32.828333,16.37
-123.925,35.141666,9.2575
-123.92117,36.71117,9.705681818181818
-123.92,32.81,11.161818181818182
-123.92,32.811666,12.617894736842105
-123.92,32.813333,13.533030303030303
-123.918333,32.82,10.816285714285714
-123.918333,32.821666,10.400588235294117
-123.91733,36.7085,8.962631578947368
-123.916666,30.433333,11.79
-123.916666,32.783333,6.9336170212765955
-123.916666,32.825,11.288709677419355
-123.916666,32.831666,13.512222222222222
-123.916666,35.2,9.816071428571428
-123.916666,36.7,9.6055
-123.916666,36.701666,9.793823529411764
-123.916666,36.706666,9.231612903225807
-123.916666,36.708333,9.41850909090909
-123.916666,36.716666,9.245666666666667
-123.916666,36.733333,7.916166666666666
-123.9159,36.70732,9.959136363636363
-123.915,32.813333,11.3721875
-123.9143,36.70788,10.592391304347826
-123.913333,32.813333,9.961785714285714
-123.913333,32.815,11.56764705882353
-123.913333,32.82,12.262537313432835
-123.913333,32.821666,10.4859375
-123.913333,32.823333,11.279722222222222
-123.913333,36.71,9.327142857142857
-123.913333,36.711666,9.353404255319148
-123.913,36.705,10.1565
-123.91272,36.70663,9.479681818181819
-123.911667,32.823333,11.683333333333334
-123.911667,36.715,9.8521875
-123.911666,32.818333,11.341666666666667
-123.911666,32.82,11.814795918367347
-123.911666,32.821666,13.136666666666667
-123.911666,36.708333,8.822121212121212
-123.91157,32.8183,13.295428571428571
-123.91033,32.81167,10.47646875
-123.91,32.81,12.2665625
-123.91,32.816666,11.28796875
-123.91,32.816667,10.193709677419355
-123.91,32.818333,10.7775
