id,guid,key,description,modified,deprecated,ship_html,details_json
131640,3d5e47ed-5f55-45b7-91d0-10eaaa6fe8ff,0614,ANNE MARIE,2024-06-13T01:08:21.433,FALSE,https://vocab.ices.dk/?codeguid=3d5e47ed-5f55-45b7-91d0-10eaaa6fe8ff,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/3d5e47ed-5f55-45b7-91d0-10eaaa6fe8ff
121003,26a64ae1-cc6f-40e5-920a-446147e6af9c,061A,SEAPAC BUNKER HILL,2024-06-13T01:08:24.927,FALSE,https://vocab.ices.dk/?codeguid=26a64ae1-cc6f-40e5-920a-446147e6af9c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/26a64ae1-cc6f-40e5-920a-446147e6af9c
121004,0f39e47c-ba97-44af-90ae-d9fd2d52acb2,061B,SEAPAC LEXINGTON,2024-06-13T01:08:31.723,FALSE,https://vocab.ices.dk/?codeguid=0f39e47c-ba97-44af-90ae-d9fd2d52acb2,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/0f39e47c-ba97-44af-90ae-d9fd2d52acb2
121005,17d0cad6-6ec9-4e29-8db7-a3e63231b091,061C,SEAPAC PRINCETON,2024-06-13T01:08:35.117,FALSE,https://vocab.ices.dk/?codeguid=17d0cad6-6ec9-4e29-8db7-a3e63231b091,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/17d0cad6-6ec9-4e29-8db7-a3e63231b091
121006,28141d69-be4b-4309-9a33-4de1b94ce3ac,061D,SEAPAC CONCORD,2024-06-13T01:08:38.68,FALSE,https://vocab.ices.dk/?codeguid=28141d69-be4b-4309-9a33-4de1b94ce3ac,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/28141d69-be4b-4309-9a33-4de1b94ce3ac
121007,c046fd9f-ab05-496e-a2a5-175a4742434a,061E,SEAPAC VALLEY FORGE,2024-06-13T01:08:42.337,FALSE,https://vocab.ices.dk/?codeguid=c046fd9f-ab05-496e-a2a5-175a4742434a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/c046fd9f-ab05-496e-a2a5-175a4742434a
121008,1fe350ca-fde0-473c-b8c3-7f94156b85af,061F,CAP SAN MARCO,2024-06-13T01:08:45.95,FALSE,https://vocab.ices.dk/?codeguid=1fe350ca-fde0-473c-b8c3-7f94156b85af,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1fe350ca-fde0-473c-b8c3-7f94156b85af
121009,d20c8d9e-5157-4616-99cd-ba4ec70b0ab9,061G,ANNIEMARIE,2024-06-13T01:08:49.607,FALSE,https://vocab.ices.dk/?codeguid=d20c8d9e-5157-4616-99cd-ba4ec70b0ab9,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d20c8d9e-5157-4616-99cd-ba4ec70b0ab9
121010,7490843b-3e7a-4175-88f0-c9eb99117d48,061H,CAP SAN AUGUSTIN,2024-06-13T01:08:53.2,FALSE,https://vocab.ices.dk/?codeguid=7490843b-3e7a-4175-88f0-c9eb99117d48,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/7490843b-3e7a-4175-88f0-c9eb99117d48
121011,d912f8f6-f1ae-46ec-b572-545e75ee446f,061I,SUNNA HAV,2024-06-13T01:08:56.747,FALSE,https://vocab.ices.dk/?codeguid=d912f8f6-f1ae-46ec-b572-545e75ee446f,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d912f8f6-f1ae-46ec-b572-545e75ee446f
121012,3ce67f7b-3d12-4e20-8a76-9eca13739718,061J,SCHLESWIG HOLSTEIN,2024-06-13T01:09:00.48,FALSE,https://vocab.ices.dk/?codeguid=3ce67f7b-3d12-4e20-8a76-9eca13739718,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/3ce67f7b-3d12-4e20-8a76-9eca13739718
121013,dfbfb677-41bc-4ee4-b896-b08c75d4c958,061K,BAYERN,2024-06-13T01:09:04.263,FALSE,https://vocab.ices.dk/?codeguid=dfbfb677-41bc-4ee4-b896-b08c75d4c958,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/dfbfb677-41bc-4ee4-b896-b08c75d4c958
121014,33304d1d-1646-47a6-a59c-ef04692c49ec,061L,HESSEN,2024-06-13T01:09:07.887,FALSE,https://vocab.ices.dk/?codeguid=33304d1d-1646-47a6-a59c-ef04692c49ec,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/33304d1d-1646-47a6-a59c-ef04692c49ec
121015,1f4984e9-383c-4cc3-9591-fc3cb4062c9c,061M,LUETJENS,2024-06-13T01:09:11.607,FALSE,https://vocab.ices.dk/?codeguid=1f4984e9-383c-4cc3-9591-fc3cb4062c9c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1f4984e9-383c-4cc3-9591-fc3cb4062c9c
121016,bfc5c0ca-53bd-437a-8472-a63f15ba997e,061N,MOELDERS,2024-06-13T01:09:16.123,FALSE,https://vocab.ices.dk/?codeguid=bfc5c0ca-53bd-437a-8472-a63f15ba997e,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/bfc5c0ca-53bd-437a-8472-a63f15ba997e
198118,696ceec1-f654-4018-8c40-c55c8ab131dd,061O,HANJIN COPENHAGEN,2024-06-13T01:09:19.593,FALSE,https://vocab.ices.dk/?codeguid=696ceec1-f654-4018-8c40-c55c8ab131dd,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/696ceec1-f654-4018-8c40-c55c8ab131dd
121017,b28707ba-079b-4bac-8503-e070deb57cc1,061P,ROMMEL,2024-06-13T01:09:23.013,FALSE,https://vocab.ices.dk/?codeguid=b28707ba-079b-4bac-8503-e070deb57cc1,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/b28707ba-079b-4bac-8503-e070deb57cc1
121018,5e96d0cd-4dd0-4dea-938d-e4b1c8842894,061Q,KOELN,2024-06-13T01:09:26.53,FALSE,https://vocab.ices.dk/?codeguid=5e96d0cd-4dd0-4dea-938d-e4b1c8842894,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/5e96d0cd-4dd0-4dea-938d-e4b1c8842894
121019,e1b52de1-c9ed-44db-bc0a-baf75953c7ba,061R,EMDEN,2024-06-13T01:09:30.217,FALSE,https://vocab.ices.dk/?codeguid=e1b52de1-c9ed-44db-bc0a-baf75953c7ba,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e1b52de1-c9ed-44db-bc0a-baf75953c7ba
121020,4db95e98-ce64-48c2-9f16-cabb97bc11af,061S,AUGSBURG,2024-06-13T01:09:33.67,FALSE,https://vocab.ices.dk/?codeguid=4db95e98-ce64-48c2-9f16-cabb97bc11af,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/4db95e98-ce64-48c2-9f16-cabb97bc11af
121021,eb2ebe78-ef81-4094-80f5-2775a2364438,061T,KARLSRUHE,2024-06-13T01:09:37.313,FALSE,https://vocab.ices.dk/?codeguid=eb2ebe78-ef81-4094-80f5-2775a2364438,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/eb2ebe78-ef81-4094-80f5-2775a2364438
121022,db5d66a7-f5bf-474d-92f6-149a651db69d,061U,LUEBECK,2024-06-13T01:09:40.957,FALSE,https://vocab.ices.dk/?codeguid=db5d66a7-f5bf-474d-92f6-149a651db69d,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/db5d66a7-f5bf-474d-92f6-149a651db69d
121023,d9a0999e-2a3a-44d4-a9ba-799c2aca78e6,061V,BRAUNSCHWEIG,2024-06-13T01:09:44.533,FALSE,https://vocab.ices.dk/?codeguid=d9a0999e-2a3a-44d4-a9ba-799c2aca78e6,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d9a0999e-2a3a-44d4-a9ba-799c2aca78e6
121024,ee93095b-da54-45c6-bb11-82a72c5dbe39,061W,BREMEN,2024-06-13T01:09:47.94,FALSE,https://vocab.ices.dk/?codeguid=ee93095b-da54-45c6-bb11-82a72c5dbe39,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/ee93095b-da54-45c6-bb11-82a72c5dbe39
121025,7fd6c3a4-9aa8-417c-9e56-afe2d2675ddb,061X,NIEDERSACHSEN,2024-06-13T01:09:51.273,FALSE,https://vocab.ices.dk/?codeguid=7fd6c3a4-9aa8-417c-9e56-afe2d2675ddb,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/7fd6c3a4-9aa8-417c-9e56-afe2d2675ddb
121026,eedefa0b-dffa-4cb1-b35f-2d8fdbe36d6b,061Y,GEORGE FOCH,2024-06-13T01:09:57.96,FALSE,https://vocab.ices.dk/?codeguid=eedefa0b-dffa-4cb1-b35f-2d8fdbe36d6b,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/eedefa0b-dffa-4cb1-b35f-2d8fdbe36d6b
121027,967c795c-0c1d-4fcb-8513-b6947ec104af,061Z,SCHLESWIG,2024-06-13T01:10:05.947,FALSE,https://vocab.ices.dk/?codeguid=967c795c-0c1d-4fcb-8513-b6947ec104af,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/967c795c-0c1d-4fcb-8513-b6947ec104af
121028,0d45b173-c066-4a62-a35f-92bef75b3190,0621,ROUTE: HAMBURG - HULL,2024-06-13T01:10:09.493,FALSE,https://vocab.ices.dk/?codeguid=0d45b173-c066-4a62-a35f-92bef75b3190,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/0d45b173-c066-4a62-a35f-92bef75b3190
198318,06421b34-83eb-4cac-b8a6-0afdbef08a15,0624,MSC LIVORNO,2024-06-13T01:10:13.073,FALSE,https://vocab.ices.dk/?codeguid=06421b34-83eb-4cac-b8a6-0afdbef08a15,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/06421b34-83eb-4cac-b8a6-0afdbef08a15
167853,42158911-8290-4fa4-8d7a-de1a80857742,0627,KYOTO EXPRESS,2024-06-13T01:10:16.493,FALSE,https://vocab.ices.dk/?codeguid=42158911-8290-4fa4-8d7a-de1a80857742,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/42158911-8290-4fa4-8d7a-de1a80857742
171201,440788b7-1ace-403c-b8e4-fcfd1d7bf4dd,0628,VIENNA EXPRESS,2024-06-13T01:10:20.107,FALSE,https://vocab.ices.dk/?codeguid=440788b7-1ace-403c-b8e4-fcfd1d7bf4dd,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/440788b7-1ace-403c-b8e4-fcfd1d7bf4dd
121029,e6c776af-91da-4fa2-8435-2d1c7ab6a354,062A,PADERBORN,2024-06-13T01:10:23.607,FALSE,https://vocab.ices.dk/?codeguid=e6c776af-91da-4fa2-8435-2d1c7ab6a354,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e6c776af-91da-4fa2-8435-2d1c7ab6a354
121030,0bac94e0-3018-444f-8472-4097917a71bd,062B,DUERN,2024-06-13T01:10:27.077,FALSE,https://vocab.ices.dk/?codeguid=0bac94e0-3018-444f-8472-4097917a71bd,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/0bac94e0-3018-444f-8472-4097917a71bd
121031,e37e516a-b0ad-4974-ab18-b57172597872,062C,KONSTANZ,2024-06-13T01:10:30.623,FALSE,https://vocab.ices.dk/?codeguid=e37e516a-b0ad-4974-ab18-b57172597872,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e37e516a-b0ad-4974-ab18-b57172597872
121032,92592d87-b647-45a1-b385-1d2fb373e6b1,062D,WOLFSBURG,2024-06-13T01:10:34.093,FALSE,https://vocab.ices.dk/?codeguid=92592d87-b647-45a1-b385-1d2fb373e6b1,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/92592d87-b647-45a1-b385-1d2fb373e6b1
121033,b002c6b6-4061-4674-aae7-cc2a6c408b88,062E,ULM,2024-06-13T01:10:37.547,FALSE,https://vocab.ices.dk/?codeguid=b002c6b6-4061-4674-aae7-cc2a6c408b88,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/b002c6b6-4061-4674-aae7-cc2a6c408b88
121034,a45d5b98-2bed-4ba2-9409-3a6ad2bc23a7,062F,FULDA,2024-06-13T01:10:41.123,FALSE,https://vocab.ices.dk/?codeguid=a45d5b98-2bed-4ba2-9409-3a6ad2bc23a7,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/a45d5b98-2bed-4ba2-9409-3a6ad2bc23a7
121035,d96224a5-5b82-4c9e-894c-09afba969d47,062G,LINDAU,2024-06-13T01:10:44.593,FALSE,https://vocab.ices.dk/?codeguid=d96224a5-5b82-4c9e-894c-09afba969d47,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d96224a5-5b82-4c9e-894c-09afba969d47
121036,6828c05d-fdc8-4d16-b5f0-fcf30b061d8e,062H,TUEBINGEN,2024-06-13T01:10:47.987,FALSE,https://vocab.ices.dk/?codeguid=6828c05d-fdc8-4d16-b5f0-fcf30b061d8e,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6828c05d-fdc8-4d16-b5f0-fcf30b061d8e
121037,b3696795-a9fb-4572-b929-bcad705d76f3,062I,MINDEN,2024-06-13T01:10:51.503,FALSE,https://vocab.ices.dk/?codeguid=b3696795-a9fb-4572-b929-bcad705d76f3,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/b3696795-a9fb-4572-b929-bcad705d76f3
121038,a1622bdb-b2d6-4c8b-a00c-ceb54dd73964,062J,KOBLENZ,2024-06-13T01:10:59.413,FALSE,https://vocab.ices.dk/?codeguid=a1622bdb-b2d6-4c8b-a00c-ceb54dd73964,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/a1622bdb-b2d6-4c8b-a00c-ceb54dd73964
121039,67fe0b2a-a175-4b53-a554-148d78f67914,062K,WETZLAR,2024-06-13T01:11:05.98,FALSE,https://vocab.ices.dk/?codeguid=67fe0b2a-a175-4b53-a554-148d78f67914,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/67fe0b2a-a175-4b53-a554-148d78f67914
121040,6f996436-6e7c-4a87-a0a8-40872ab151d0,062L,WEILHEIM,2024-06-13T01:11:12.587,FALSE,https://vocab.ices.dk/?codeguid=6f996436-6e7c-4a87-a0a8-40872ab151d0,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6f996436-6e7c-4a87-a0a8-40872ab151d0
121041,123e6d5f-4004-4a1a-bfd7-9ff417e6e116,062M,VOELKLINGEN,2024-06-13T01:11:19.2,FALSE,https://vocab.ices.dk/?codeguid=123e6d5f-4004-4a1a-bfd7-9ff417e6e116,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/123e6d5f-4004-4a1a-bfd7-9ff417e6e116
121042,815e0e96-b70c-46fc-892b-0f371e335bd4,062N,CUXHAVEN,2024-06-13T01:11:25.887,FALSE,https://vocab.ices.dk/?codeguid=815e0e96-b70c-46fc-892b-0f371e335bd4,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/815e0e96-b70c-46fc-892b-0f371e335bd4
121043,4a2b942e-9d3d-4706-9893-1e9d1526115e,062P,MARBURG,2024-06-13T01:11:32.697,FALSE,https://vocab.ices.dk/?codeguid=4a2b942e-9d3d-4706-9893-1e9d1526115e,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/4a2b942e-9d3d-4706-9893-1e9d1526115e
121044,16c189de-a8ab-4a31-bc30-70bccd4eab2c,062Q,NAJADE,2024-06-13T01:11:40.887,FALSE,https://vocab.ices.dk/?codeguid=16c189de-a8ab-4a31-bc30-70bccd4eab2c,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/16c189de-a8ab-4a31-bc30-70bccd4eab2c
121045,e38463d2-6378-4a4a-9ac6-39dc469a87b8,062R,DONAU,2024-06-13T01:11:44.293,FALSE,https://vocab.ices.dk/?codeguid=e38463d2-6378-4a4a-9ac6-39dc469a87b8,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e38463d2-6378-4a4a-9ac6-39dc469a87b8
121046,4d377005-4cdf-49ab-914d-b8f90dfcfbc7,062S,LAHN,2024-06-13T01:11:47.687,FALSE,https://vocab.ices.dk/?codeguid=4d377005-4cdf-49ab-914d-b8f90dfcfbc7,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/4d377005-4cdf-49ab-914d-b8f90dfcfbc7
121047,fe38fa2a-a50d-4829-8678-d0cb6eb783b2,062T,WERRA,2024-06-13T01:11:51.03,FALSE,https://vocab.ices.dk/?codeguid=fe38fa2a-a50d-4829-8678-d0cb6eb783b2,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/fe38fa2a-a50d-4829-8678-d0cb6eb783b2
121048,e934fcde-1745-4c55-901c-509b27c4f466,062U,FEHMARN,2024-06-13T01:11:54.42,FALSE,https://vocab.ices.dk/?codeguid=e934fcde-1745-4c55-901c-509b27c4f466,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/e934fcde-1745-4c55-901c-509b27c4f466
121049,7c6e53b7-ce6e-4680-9afb-b6e04141041a,062V,EISBAER,2024-06-13T01:11:57.843,FALSE,https://vocab.ices.dk/?codeguid=7c6e53b7-ce6e-4680-9afb-b6e04141041a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/7c6e53b7-ce6e-4680-9afb-b6e04141041a
121050,6b26d48f-085d-4d30-b811-cd3652232588,062W,SPIEKEROOG,2024-06-13T01:12:01.2,FALSE,https://vocab.ices.dk/?codeguid=6b26d48f-085d-4d30-b811-cd3652232588,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/6b26d48f-085d-4d30-b811-cd3652232588
121051,d82ccafc-4818-4ae3-abb6-c285a0131b64,062X,WALTHER VON LEDEBUR,2024-06-13T01:12:04.59,FALSE,https://vocab.ices.dk/?codeguid=d82ccafc-4818-4ae3-abb6-c285a0131b64,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/d82ccafc-4818-4ae3-abb6-c285a0131b64
121052,507c48c4-9568-41c3-873f-7b73eff651bc,062Y,RECTEUR DUBUISSON,2024-06-13T01:12:08.013,FALSE,https://vocab.ices.dk/?codeguid=507c48c4-9568-41c3-873f-7b73eff651bc,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/507c48c4-9568-41c3-873f-7b73eff651bc
121053,cdb15cea-80fb-4f37-a798-1f8bb24b0b42,062Z,THETIS,2024-06-13T01:12:11.39,FALSE,https://vocab.ices.dk/?codeguid=cdb15cea-80fb-4f37-a798-1f8bb24b0b42,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/cdb15cea-80fb-4f37-a798-1f8bb24b0b42
261510,2aeebbee-22df-430f-8551-415c4ae7e5f1,0636,Malizia 2,2024-06-13T01:12:14.877,FALSE,https://vocab.ices.dk/?codeguid=2aeebbee-22df-430f-8551-415c4ae7e5f1,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/2aeebbee-22df-430f-8551-415c4ae7e5f1
121054,b2b72714-172e-4e4e-ae65-a52483c45474,063A,HERMES,2024-06-13T01:12:19.613,FALSE,https://vocab.ices.dk/?codeguid=b2b72714-172e-4e4e-ae65-a52483c45474,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/b2b72714-172e-4e4e-ae65-a52483c45474
121055,2deb9b4a-91f3-4fdd-929e-56e195c646d7,063B,PORT HARCOURT,2024-06-13T01:12:23.69,FALSE,https://vocab.ices.dk/?codeguid=2deb9b4a-91f3-4fdd-929e-56e195c646d7,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/2deb9b4a-91f3-4fdd-929e-56e195c646d7
121056,dcc05e58-33f9-4753-8129-1c92b298e4b9,063C,CARIBIA EXPRESS,2024-06-13T01:12:27.143,FALSE,https://vocab.ices.dk/?codeguid=dcc05e58-33f9-4753-8129-1c92b298e4b9,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/dcc05e58-33f9-4753-8129-1c92b298e4b9
121057,cabc6f97-3ae7-4433-9a61-d781ba678a85,063D,SIERRA EXPRESS,2024-06-13T01:12:30.723,FALSE,https://vocab.ices.dk/?codeguid=cabc6f97-3ae7-4433-9a61-d781ba678a85,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/cabc6f97-3ae7-4433-9a61-d781ba678a85
121058,b7d6e4e5-dc3a-4c2f-9c7b-c2a975f47279,063E,COLUMBUS,2024-06-13T01:12:34.193,FALSE,https://vocab.ices.dk/?codeguid=b7d6e4e5-dc3a-4c2f-9c7b-c2a975f47279,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/b7d6e4e5-dc3a-4c2f-9c7b-c2a975f47279
121059,da58eebb-341a-47de-8571-d72fe4322c2a,063F,EUROPA,2024-06-13T01:12:41.007,FALSE,https://vocab.ices.dk/?codeguid=da58eebb-341a-47de-8571-d72fe4322c2a,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/da58eebb-341a-47de-8571-d72fe4322c2a
121060,1ee7a3cb-5e08-41cd-a5aa-6529accf4503,063G,FORELLE,2024-06-13T01:12:44.477,FALSE,https://vocab.ices.dk/?codeguid=1ee7a3cb-5e08-41cd-a5aa-6529accf4503,https://vocab.ices.dk/services/api/CodeDetail/7f9a91e1-fb57-464a-8eb0-697e4b0235b5/1ee7a3cb-5e08-41cd-a5aa-6529accf4503
