starttime,lon,lat,data,temp_nrow,temp_avg_deptheq0,temp_avg_depthlteq20,temp_avg_depthlteq60
1951-08-10T03:22:00Z,-118.791664,30.683332,,4,NA,18.505000000000003,17.36
1951-08-10T08:36:00Z,-118.11667,31.016666,,5,NA,18.243333333333336,17.352
1951-08-10T12:46:00Z,-116.5,27.166666,,4,NA,NA,NA
1951-08-10T13:32:00Z,-117.45,31.35,,4,NA,NA,NA
1951-08-10T18:41:00Z,-115.86667,27.45,,4,NA,19.985,18.5925
1951-08-10T20:04:00Z,-116.78667,31.675,,4,NA,NA,12.442499999999999
1951-08-10T21:10:00Z,-116.71667,31.686666,,7,16.41,14.136666666666668,12.641428571428571
1951-08-10T23:11:00Z,-115.55,27.733334,,4,NA,20.199999999999996,18.900000000000002
1951-08-11T02:54:00Z,-116.35,30.75,,6,NA,NA,NA
1951-08-11T04:15:00Z,-116.55,30.65,,5,NA,NA,NA
1951-08-11T05:43:00Z,-114.9,28.05,,7,NA,NA,NA
1951-08-11T08:41:00Z,-116.9,30.475,,4,NA,NA,NA
1951-08-11T09:43:00Z,-114.6,28.2,,7,NA,NA,NA
1951-08-11T13:24:00Z,-114.275,28.35,,6,NA,NA,NA
1951-08-11T15:01:00Z,-117.575,30.141666,,4,NA,NA,NA
1951-08-11T20:21:00Z,-118.24167,29.808332,,4,NA,17.794999999999998,16.700000000000003
1951-08-12T08:28:00Z,-114.933334,29.183332,,6,19.36,17.979999999999997,15.23
1951-08-12T10:52:00Z,-115.13333,29.083334,,7,18.58,17.500000000000004,14.327142857142857
1951-08-12T14:31:00Z,-115.458336,28.941668,,5,19.49,19.276666666666667,18.508
1951-08-12T18:26:00Z,-115.8,28.783333,,4,NA,NA,NA
1951-08-13T01:36:00Z,-116.40833,28.433332,,5,NA,19.403333333333336,18.438000000000002
1951-08-13T08:10:00Z,-117.083336,28.083334,,4,NA,19.46,18.3825
1951-08-13T17:16:00Z,-117.65,28.941668,,4,NA,18.115,16.9475
1951-08-13T22:46:00Z,-116.98333,29.266666,,4,NA,19.024999999999995,17.6925
1951-08-14T05:16:00Z,-116.35,29.6,,5,NA,NA,NA
1951-08-14T09:26:00Z,-116.041664,29.75,,4,NA,17.18,16.25
1951-08-30T05:22:00Z,-120.86667,35.073334,,7,15.75,15.1125,14.274285714285716
1951-08-30T09:20:00Z,-121.31167,34.9,,5,NA,14.959999999999999,14.268
1951-08-31T03:08:00Z,-114.25,28.383333,,4,NA,NA,NA
1951-08-31T05:30:00Z,-114.57,28.216667,,7,19.47,19.47,18.818571428571428
1951-08-31T08:27:00Z,-114.9,28.033333,,4,NA,NA,NA
1951-08-31T13:05:00Z,-115.55,27.708334,,4,NA,22.295,20.727500000000003
1951-08-31T23:14:00Z,-116.525,27.225,,4,NA,NA,NA
1951-09-01T07:31:00Z,-116.416664,31.086666,,7,19.24,18.553333333333335,15.952857142857143
1951-09-01T11:06:00Z,-116.75,30.925,,4,NA,NA,NA
1951-09-01T15:37:00Z,-117.09167,30.758333,,5,NA,19.330000000000002,18.387999999999998
1951-09-02T01:32:00Z,-116.38333,30.333334,,5,NA,19.02,18.038
1951-09-02T05:37:00Z,-116.183334,30.43,,7,17.12,17.05,15.62857142857143
1951-09-02T11:38:00Z,-115.87,29.841667,,6,15.77,15.256666666666666,13.891666666666666
1951-09-02T12:40:00Z,-115.416664,25.383333,,5,NA,21.413333333333338,20.56
1951-09-02T13:26:00Z,-116,29.775,,4,NA,NA,NA
1951-09-02T21:17:00Z,-114.75833,25.85,,5,NA,21.29666666666667,20.016
1951-09-02T22:23:00Z,-114.916664,29.183332,,7,19.06,17.916666666666668,15.112857142857143
1951-09-03T00:58:00Z,-115.13333,29.083334,,7,19,18.736666666666668,16.38142857142857
1951-09-03T04:26:00Z,-115.458336,28.916666,,4,NA,17.624999999999996,16.7375
1951-09-03T08:30:00Z,-113.48333,26.483334,,5,24.94,24.93666666666667,24.810000000000002
1951-09-03T09:31:00Z,-115.78333,28.75,,4,NA,18.990000000000002,17.7825
1951-09-03T21:27:00Z,-116.325,29.608334,,3,NA,17.835,17.39
1951-09-04T04:06:00Z,-116.98333,29.275,,4,NA,18.99,17.785
1951-09-04T04:18:00Z,-112.808334,26.075,,5,NA,26.29,23.208000000000002
1951-09-04T06:31:00Z,-113.125,25.908333,,7,NA,NA,NA
1951-09-04T10:56:00Z,-117.65,28.941668,,4,NA,18.990000000000002,17.665000000000003
1951-09-04T11:32:00Z,-112.725,25.35,,6,NA,NA,NA
1951-09-04T14:18:00Z,-112.31,25.566668,,6,26.59,26.226666666666667,24.556666666666665
1951-09-04T19:37:00Z,-112.4,24.758333,,6,NA,NA,NA
1951-09-04T21:51:00Z,-112.71667,24.6,,4,NA,25.095000000000002,23.285000000000004
1951-09-05T01:16:00Z,-113,24.45,,3,NA,NA,NA
1951-09-05T07:16:00Z,-113.666664,24.083334,,4,NA,21.615000000000002,20.18
1951-09-05T14:30:00Z,-114.28333,23.75,,4,NA,21.445,20.31
1951-09-06T11:46:00Z,-118.791664,30.683332,,3,NA,18.295,17.77
1951-09-06T20:01:00Z,-118.11667,31.016666,,4,NA,18.380000000000003,17.037499999999998
1951-09-07T03:57:00Z,-117.45,31.35,,5,NA,NA,NA
1951-09-07T10:11:00Z,-113.15,21.983334,,3,NA,25.269999999999996,24.536666666666665
1951-09-07T12:26:00Z,-116.775,31.675,,5,NA,NA,NA
1951-09-07T14:20:00Z,-112.55,22.283333,,4,NA,NA,NA
1951-09-07T14:21:00Z,-116.723335,31.703333,,6,14.1,13.286666666666665,12.634999999999998
1951-09-07T19:36:00Z,-111.975,22.583334,,4,NA,23.98,22.3725
1951-09-07T21:43:00Z,-117.14667,32.256668,,6,17.91,16.67,14.491666666666669
1951-09-07T23:02:00Z,-117.28333,32.191666,,4,NA,19.09,17.709999999999997
1951-09-08T00:16:00Z,-111.316666,23.016666,,4,NA,NA,NA
1951-09-08T04:11:00Z,-117.833336,31.925,,3,NA,16.955000000000002,16.576666666666664
1951-09-08T04:31:00Z,-111.03333,23.2,,3,NA,26.025000000000006,25.206666666666667
1951-09-08T06:56:00Z,-110.65,23.4,,7,NA,NA,NA
1951-09-08T10:08:00Z,-118.50833,31.591667,,3,NA,16.655,16.32
1951-09-08T12:06:00Z,-110.125,22.916666,,3,NA,NA,NA
1951-09-08T15:16:00Z,-110.36667,22.8,,3,NA,27.085000000000004,26.31666666666667
1951-09-08T15:26:00Z,-120.416664,33.733334,,5,NA,13.376666666666665,12.852
1951-09-08T16:41:00Z,-118.89167,32.166668,,3,NA,16.65,16.363333333333333
1951-09-08T19:36:00Z,-119.835,33.623333,,6,16.68,15.29,13.645
1951-09-08T21:12:00Z,-110,22.216667,,4,NA,27.755,25.7925
1951-09-08T23:28:00Z,-118.208336,32.5,,3,NA,17.200000000000003,16.72
1951-09-09T01:16:00Z,-109.38333,22.55,,3,NA,27.204999999999995,26.55
1951-09-09T01:51:00Z,-119.18,33.956665,,4,NA,17.459999999999997,15.912500000000001
1951-09-09T03:42:00Z,-119.05,34.006668,,3,18.29,18.245,15.846666666666666
1951-09-09T05:16:00Z,-117.525,32.833332,,3,NA,19.41,18.89
1951-09-09T08:58:00Z,-117.32,32.933334,,7,19.12,15.973333333333334,13.522857142857143
1951-09-09T14:11:00Z,-117.778336,33.475,,6,18.72,16.796666666666667,15.036666666666667
1951-09-09T14:57:00Z,-111.066666,23.933332,,7,NA,26.883333333333333,24.581428571428567
1951-09-09T16:02:00Z,-117.916664,33.408333,,3,NA,19.174999999999997,18.650000000000002
1951-09-09T17:11:00Z,-111.38333,23.783333,,4,NA,26.845,25.01
1951-09-09T20:06:00Z,-111.691666,23.6,,9,NA,NA,NA
1951-09-09T20:12:00Z,-118.39167,33.183334,,3,NA,18.314999999999998,17.81
1951-09-10T01:11:00Z,-112.375,24.025,,3,NA,NA,NA
1951-09-10T01:21:00Z,-118.933334,32.908333,,5,NA,16.656666666666666,15.618
1951-09-10T05:07:00Z,-112.05,24.191668,,6,NA,26.815,24.135
1951-09-10T07:36:00Z,-119.48333,32.641666,,4,NA,16.59,15.590000000000002
1951-09-10T12:36:00Z,-119.958336,32.416668,,3,NA,17.08,16.65
1951-09-11T20:47:00Z,-114.1,26.925,,7,NA,NA,NA
1951-09-12T00:36:00Z,-114.48333,26.733334,,5,NA,23.34666666666667,21.8
1951-09-12T05:38:00Z,-114.816666,27.321667,,7,24.239999999999995,23.14,20.52285714285714
1951-09-12T07:24:00Z,-114.666664,27.4,,7,NA,23.065,20.444285714285712
1951-09-12T22:51:00Z,-121.15,34.15,,4,NA,NA,NA
1951-09-13T02:06:00Z,-120.8,34.316666,,3,NA,NA,NA
1951-09-13T04:58:00Z,-120.541664,34.441666,,6,17.17,16.900000000000002,15.571666666666669
1951-09-27T13:23:00Z,-119.065,34.01,,5,18.34,16.816666666666666,15.287999999999998
1951-09-27T14:56:00Z,-119.17834,33.965,,5,18.77,18.373333333333335,16.82
1951-09-27T21:06:00Z,-119.85167,33.673332,,6,17.84,17.133333333333333,15.103333333333333
1951-09-28T03:19:00Z,-120.558334,33.283333,,7,17.34,17.30333333333333,16.46714285714286
1951-09-28T07:02:00Z,-120.74,33.56333,,6,16.33,15.620000000000001,14.186666666666667
1951-09-28T11:47:00Z,-120.45,33.68833,,6,16.06,15.756666666666668,15.010000000000002
1951-09-28T18:46:00Z,-120.56,34.445,,7,16.99,15.506666666666668,13.828571428571427
1951-09-28T21:21:00Z,-120.82166,34.316666,,6,16.48,15.146666666666667,13.533333333333333
1951-09-29T00:46:00Z,-121.183334,34.138332,,6,16.81,16.35333333333333,15.105
1951-09-30T14:59:00Z,-114.65833,27.4,,6,24.54,24.256666666666668,22.529999999999998
1951-09-30T17:01:00Z,-114.86667,27.316668,,2,NA,23.360000000000003,20.225
1951-09-30T23:56:00Z,-115.50833,26.966667,,4,NA,20.125,18.0375
1951-10-01T06:41:00Z,-115.125,26.4,,5,NA,NA,NA
1951-10-01T08:25:00Z,-119.96667,32.445,,6,17.68,17.549999999999997,17.34333333333333
1951-10-01T10:51:00Z,-114.5,26.75,,5,NA,NA,NA
1951-10-01T13:11:00Z,-119.5,32.705,,6,18.2,18.186666666666667,17.553333333333335
1951-10-01T15:03:00Z,-114.1,26.925,,7,NA,NA,NA
1951-10-01T18:21:00Z,-118.916664,32.875,,8,18.69,18.085,15.905000000000001
1951-10-02T00:05:00Z,-118.378334,33.178333,,8,18.84,16.43,14.129999999999999
1951-10-02T04:32:00Z,-120.86667,35.075,,6,16.86,16.086666666666666,15.348333333333333
1951-10-02T07:36:00Z,-121.21667,34.908333,,4,NA,15.625,14.295000000000002
1951-10-02T08:48:00Z,-112.191666,25.583334,,6,27.239999999999995,27.246666666666663,26.584999999999997
1951-10-02T13:21:00Z,-112.78333,25.35,,8,27.6,27.520000000000003,26.131250000000005
1951-10-02T18:07:00Z,-113.125,25.9,,7,NA,NA,NA
1951-10-02T21:18:00Z,-112.808334,26.075,,6,26.07,25.986666666666668,24.85666666666667
1951-10-03T02:18:00Z,-113.48333,26.483334,,6,25.530000000000005,25.053333333333335,23.830000000000002
1951-10-03T05:17:00Z,-117.916664,33.40333,,6,19.07,18.376666666666665,16.235
1951-10-03T05:31:00Z,-113.816666,26.4,,8,NA,NA,NA
1951-10-03T07:47:00Z,-117.76667,33.47,,6,18.02,16.49,14.813333333333333
1951-10-03T09:16:00Z,-114.166664,26.266666,,6,NA,24.676666666666666,21.130000000000003
1951-10-03T13:37:00Z,-117.32667,32.93833,,7,17.49,15.633333333333333,13.774285714285714
1951-10-03T15:06:00Z,-114.808334,25.916666,,6,NA,22.936666666666664,19.276666666666664
1951-10-03T16:11:00Z,-117.50833,32.84,,7,18.6,17.33666666666667,14.995714285714287
1951-10-03T20:31:00Z,-115.433334,25.516666,,6,NA,23.066666666666666,19.725
1951-10-03T22:47:00Z,-118.16167,32.486668,,7,19.41,18.48,15.258571428571429
1951-10-04T19:22:00Z,-117.833336,31.925,,6,18.34,18.18,17.38
1951-10-05T00:37:00Z,-117.28667,32.203335,,6,19.07,17.456666666666667,15.881666666666666
1951-10-05T02:34:00Z,-117.153336,32.258335,,6,15.949999999999998,14.763333333333334,13.623333333333333
1951-10-05T08:12:00Z,-116.71167,31.696667,,6,14.98,14.219999999999999,13.59
1951-10-05T09:34:00Z,-116.776665,31.675,,6,15.68,14.940000000000001,13.841666666666667
1951-10-05T10:46:00Z,-116.53333,27.216667,,6,NA,20.053333333333335,17.64
1951-10-05T15:32:00Z,-117.45,31.35,,6,NA,NA,NA
1951-10-05T16:11:00Z,-115.875,27.516666,,4,NA,NA,NA
1951-10-05T20:26:00Z,-115.566666,27.675,,5,NA,NA,NA
1951-10-05T21:54:00Z,-118.11667,31.038334,,8,19.54,19.264999999999997,18.40875
1951-10-06T01:18:00Z,-114.9,28.066668,,7,20.89,20.846666666666668,20.638571428571428
1951-10-06T03:53:00Z,-114.566666,28.216667,,6,20.76,20.756666666666668,20.515
1951-10-06T04:30:00Z,-118.75833,30.715,,6,19.07,18.92666666666667,18.573333333333334
1951-10-06T06:39:00Z,-114.25,28.383333,,6,NA,NA,NA
1951-10-06T13:48:00Z,-115.05,29.2,,6,NA,NA,NA
1951-10-06T15:08:00Z,-115.183334,29.133333,,6,18.88,18.853333333333335,18.215000000000003
1951-10-06T18:31:00Z,-115.458336,28.916666,,5,NA,19.299999999999997,17.304
1951-10-06T21:56:00Z,-115.78333,28.75,,5,NA,18.240000000000002,15.794
1951-10-07T09:21:00Z,-117.75833,28.891666,,5,19.37,19.33,18.772
1951-10-07T14:36:00Z,-117.1,29.216667,,5,NA,18.95,17.442
1951-10-07T20:26:00Z,-116.36667,29.6,,5,NA,17.47,16.172
1951-10-07T23:52:00Z,-115.958336,29.783333,,4,NA,16.5,15.6
1951-10-08T01:43:00Z,-115.86667,29.825,,7,18.99,17.993333333333336,16.79285714285714
1951-10-08T06:57:00Z,-116.2,30.425,,5,NA,NA,NA
1951-10-08T09:06:00Z,-116.39167,30.333334,,4,NA,18.685,17.29
1951-10-08T12:16:00Z,-116.808334,30.133333,,5,NA,18.7,16.7
1951-10-08T17:24:00Z,-117.09167,30.758333,,4,NA,17.669999999999998,15.915
1951-10-08T20:21:00Z,-116.75833,30.908333,,5,NA,18.725,17.712000000000003
1951-10-08T22:48:00Z,-116.416664,31.083334,,6,20.2,18.233333333333334,16.45
1952-06-03T16:14:00Z,-118.625,33.833332,,7,16.7,15.579999999999998,13.77
1952-06-03T19:55:00Z,-118.975,33.666668,,6,16.99,15.930000000000001,14.143333333333334
1952-06-04T02:33:00Z,-119.65833,33.333332,,5,15.849999999999998,13.950000000000001,12.292000000000002
1952-06-04T07:56:00Z,-120.333336,32.958332,,6,13.27,12.943333333333332,12.486666666666666
1952-06-06T03:46:00Z,-119.99167,32.425,,5,15.269999999999998,14.943333333333335,14.748
