# metadata/measurement_method.csv — one row per series (dataset_key x measurement_type, D4): platform, instrument, nerc_l22
# (exact match only), principle paraphrased from the source, steps and bibkeys ' | '-joined. Columns: dataset_key, measurement_type, platform, instrument, nerc_l22, principle, steps, wavelength_nm, precision, bibkeys, calcofi_org_url, text_fragment, source, source_url. Read with calcofi4db::read_measurement_method(), appended with calcofi4db::register_measurement_method() — never a bare write_csv().
dataset_key,measurement_type,platform,instrument,nerc_l22,principle,steps,wavelength_nm,precision,bibkeys,calcofi_org_url,text_fragment,source,source_url
calcofi_bottle,r_temperature,bottle,Reversing thermometers on the bottles (pre-QC reading),,"Originally reversing thermometers on the 20 Nansen/Niskin bottles, read on deck after about 45 minutes of equilibration; the CTD arrived in the early 1990s under protocols built to keep its readings comparable to the bottle-thermometer series.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,reversing%20thermometers,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=reversing%20thermometers
calcofi_bottle,salinity,bottle,"Guildline Portasal 8410A salinometer, two per cruise",http://vocab.nerc.ac.uk/collection/L22/current/TOOL0242/,About 225 mL drawn from every Niskin into a numbered KIMAX bottle after three rinses; a Guildline Portasal 8410A salinometer compares the sample's conductivity with a reference seawater standard and salinity is computed from the ratio.,,,"accuracy +/-0.003 PSU, precision 0.0003 PSU (Guildline specification)",,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Salinity%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Salinity%20Sampling
calcofi_bottle,sigma_theta,bottle,Computed from bottle salinity and temperature,,Potential density (sigma-theta) computed from the bottle's own salinity and temperature by the UNESCO 1983 algorithm.,,,,,,,the record's own derivation (measurement_type.csv),
calcofi_bottle,silicate,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"Armstrong (1967): acidic ammonium molybdate forms silicomolybdic acid, reduced by stannous chloride to a blue compound (tartaric acid suppresses phosphate interference), read in a 10 mm flow cell.",,660,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_bottle,temperature,bottle,"Reversing thermometers on the bottles, then the CTD",,"Originally reversing thermometers on the 20 Nansen/Niskin bottles, read on deck after about 45 minutes of equilibration; the CTD arrived in the early 1990s under protocols built to keep its readings comparable to the bottle-thermometer series.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,reversing%20thermometers,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=reversing%20thermometers
calcofi_ctd-cast,beam_attenuation,ctd,CTD-mounted transmissometer,,A transmissometer on the CTD; its light-path voltage is calibrated daily (in-air 100% and blocked 0% readings) and converted to percent transmission and a beam attenuation coefficient.,,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,transmissometer,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=transmissometer
calcofi_ctd-cast,btl_ammonium,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"The Berthelot reaction: hypochlorous acid and phenol react with ammonium in alkaline solution to form indophenol blue, read in a 10 mm flow cell (a modification of Koroleff 1969, 1970).",NH4+ + phenol + hypochlorite (alkaline) -> indophenol blue | absorbance read at 660 nm,660,,koroleff1969,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_ctd-cast,btl_chlorophyll_a,bottle,"Filter, 90% acetone extraction, benchtop fluorometer (bottle value carried on the CTD cast file)",,"A known volume filtered onto a GF/F filter, cold-extracted in 90% acetone for 24-48 hours and read on a fluorometer; the extract is then acidified, which strips the magnesium and turns chlorophyll into phaeopigment, and read again (Yentsch & Menzel 1963; Holm-Hansen et al. 1965; Lorenzen 1967).",,,,lorenzen1967,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Chlorophyll-a%20%26%20Phaeopigment%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Chlorophyll-a%20%26%20Phaeopigment%20Sampling
calcofi_ctd-cast,btl_depth,ctd,Pressure-derived depth,,the Niskin's trip depth from the CTD pressure record,,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_ctd-cast,btl_nitrate,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"A modification of Armstrong (1967): the seawater sample passes through a cadmium column that reduces nitrate to nitrite, then sulfanilamide and N-(1-naphthyl)ethylenediamine couple it into a red azo dye read in a 10 mm flow cell; nitrate is the combined nitrate-plus-nitrite reading minus a parallel nitrite-only run without the cadmium column.","NO3- -> NO2- (cadmium column, 98-100% efficient) | NO2- + sulfanilamide + NED -> red azo dye | absorbance read at 520 nm",520,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_ctd-cast,btl_nitrite,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"The same azo-dye method as nitrate, but without the cadmium reduction column, so only the sample's own nitrite is coupled and read.",NO2- + sulfanilamide + NED -> red azo dye | absorbance read at 520 nm,520,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_ctd-cast,btl_phaeopigment,bottle,"Filter, 90% acetone extraction, benchtop fluorometer (bottle value carried on the CTD cast file)",,"A known volume filtered onto a GF/F filter, cold-extracted in 90% acetone for 24-48 hours and read on a fluorometer; the extract is then acidified, which strips the magnesium and turns chlorophyll into phaeopigment, and read again (Yentsch & Menzel 1963; Holm-Hansen et al. 1965; Lorenzen 1967).",,,,lorenzen1967,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Chlorophyll-a%20%26%20Phaeopigment%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Chlorophyll-a%20%26%20Phaeopigment%20Sampling
calcofi_ctd-cast,btl_phosphate,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"A modification of Bernhardt and Wilhelm: acidic ammonium molybdate forms phosphomolybdic acid, reduced by dihydrazine sulfate to a blue compound, heated to about 55C to develop color, and read in a 10 mm flow cell.",,820,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_ctd-cast,btl_silicate,bottle,Seal Analytical continuous-flow AutoAnalyzer 3 (AA3),,"Armstrong (1967): acidic ammonium molybdate forms silicomolybdic acid, reduced by stannous chloride to a blue compound (tartaric acid suppresses phosphate interference), read in a 10 mm flow cell.",,660,,,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Nutrient%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Nutrient%20Sampling
calcofi_ctd-cast,btl_temperature,ctd,"Sea-Bird CTD, pumped dual temperature sensors",,"The average of two pumped Sea-Bird temperature sensors in 1 m bins; the pumps keep water moving past the sensors regardless of ship roll, and the CTD is lowered at 30 m/min to 100 m then 60 m/min to 515 m to limit wire-angle stress and improve resolution through the thermocline.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,Lowering%20at%2030m%2Fmin,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=Lowering%20at%2030m%2Fmin
calcofi_ctd-cast,dynamic_height,ctd,Computed from the cast profile,,"A derived hydrographic quantity computed from the cast profile, not sensed directly.",,,,,,,the record's own derivation (measurement_type.csv),
calcofi_ctd-cast,est_chlorophyll_a_cruise_corr,ctd,"CTD-mounted fluorometer, corrected to bottle chlorophyll-a",,The CTD fluorometer voltage converted to chlorophyll-a units by regression against that cast's (or cruise's) own bottle chlorophyll-a values.,,,,,,,the record's own derivation (measurement_type.csv),
calcofi_ctd-cast,est_chlorophyll_a_sta_corr,ctd,"CTD-mounted fluorometer, corrected to bottle chlorophyll-a",,The CTD fluorometer voltage converted to chlorophyll-a units by regression against that cast's (or cruise's) own bottle chlorophyll-a values.,,,,,,,the record's own derivation (measurement_type.csv),
calcofi_ctd-cast,est_nitrate_cruise_corr,ctd,Satlantic ISUS ultraviolet nitrate sensor on the CTD,,"The ISUS in-situ ultraviolet nitrate sensor's voltage is converted to nitrate by a per-cast regression fitted against that cast's own bottle nitrates (about 20, fliers omitted) from 1 m bin-averaged sensor data; a 500 m cast with ten or more bottles is required, so shallow or bottle-poor casts carry no estimate by design.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,bottle,"the record's own derivation for est_nitrate_sta_corr (measurement_type.csv), corroborated by the CTD FAQ's bottle-correction description",https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=bottle
calcofi_ctd-cast,est_nitrate_sta_corr,ctd,Satlantic ISUS ultraviolet nitrate sensor on the CTD,,"The ISUS in-situ ultraviolet nitrate sensor's voltage is converted to nitrate by a per-cast regression fitted against that cast's own bottle nitrates (about 20, fliers omitted) from 1 m bin-averaged sensor data; a 500 m cast with ten or more bottles is required, so shallow or bottle-poor casts carry no estimate by design.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,bottle,"the record's own derivation for est_nitrate_sta_corr (measurement_type.csv), corroborated by the CTD FAQ's bottle-correction description",https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=bottle
calcofi_ctd-cast,fluorescence_v,ctd,CTD-mounted fluorometer (raw voltage),,"The CTD fluorometer's raw voltage, calibrated daily against a standard and a blocked-light zero; not itself chlorophyll units.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/
calcofi_ctd-cast,isus_v,ctd,Satlantic ISUS ultraviolet nitrate sensor on the CTD,,"The ISUS in-situ ultraviolet nitrate sensor's voltage is converted to nitrate by a per-cast regression fitted against that cast's own bottle nitrates (about 20, fliers omitted) from 1 m bin-averaged sensor data; a 500 m cast with ten or more bottles is required, so shallow or bottle-poor casts carry no estimate by design.",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,bottle,"the record's own derivation for est_nitrate_sta_corr (measurement_type.csv), corroborated by the CTD FAQ's bottle-correction description",https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=bottle
calcofi_ctd-cast,oxygen_btl_ml_l,bottle,"Automated Winkler titrator, UV end-point detector (bottle value carried on the CTD cast file)",,"Carpenter's (1965) modification of Winkler's 1889 method: manganous hydroxide is oxidised by the sample's dissolved oxygen, acid frees iodine from iodide in proportion, thiosulfate titrates the iodine, and an automated titrator reads the end point by the UV absorbance of tri-iodide rather than the visible starch-iodine color.",Mn2+ + 2OH- -> Mn(OH)2 | 2Mn(OH)2 + O2 -> 2MnO(OH)2 | MnO(OH)2 + 4H+ + 2I- -> Mn2+ + I2 + 3H2O | I2 titrated with thiosulfate,350,,carpenter1965,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Dissolved%20Oxygen%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Dissolved%20Oxygen%20Sampling
calcofi_ctd-cast,oxygen_btl_umol_kg,bottle,"Automated Winkler titrator, UV end-point detector (bottle value carried on the CTD cast file)",,"Carpenter's (1965) modification of Winkler's 1889 method: manganous hydroxide is oxidised by the sample's dissolved oxygen, acid frees iodine from iodide in proportion, thiosulfate titrates the iodine, and an automated titrator reads the end point by the UV absorbance of tri-iodide rather than the visible starch-iodine color.",Mn2+ + 2OH- -> Mn(OH)2 | 2Mn(OH)2 + O2 -> 2MnO(OH)2 | MnO(OH)2 + 4H+ + 2I- -> Mn2+ + I2 + 3H2O | I2 titrated with thiosulfate,350,,carpenter1965,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/,Dissolved%20Oxygen%20Sampling,calcofi.org Bottle sampling methods,https://calcofi.org/sampling-info/methods/bottle-sampling-methods/#:~:text=Dissolved%20Oxygen%20Sampling
calcofi_ctd-cast,oxygen_ml_l,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_ml_l_1,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_ml_l_1_cruise_corr,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
calcofi_ctd-cast,oxygen_ml_l_1_sta_corr,ctd,Sea-Bird SBE 43 oxygen sensor,http://vocab.nerc.ac.uk/collection/L22/current/TOOL0036/,"A Sea-Bird SBE 43 membrane oxygen sensor on the pumped CTD line, soaked at 10 m for a few minutes before the downcast so its temperature-dependent response stabilises; the raw sensor reading is then corrected against the Winkler-titrated bottle oxygens at that station (or averaged over the cruise).",,,,,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/,SBE43,calcofi.org CTD FAQ circa 2020,https://calcofi.org/sampling-info/methods/ctd-faq-circa-2020/#:~:text=SBE43
