,net_lat,net_lon,gebco_lat,gebco_lon,ctd_depth,gebco_depth
64,23.933333,-111.066666,23.93124999999999,-111.06458333333333,146.0,149
65,33.623333,-119.835,33.62291666666667,-119.83541666666667,155.0,275
66,24.191666,-112.05,24.18958333333333,-112.05208333333333,183.0,218
67,25.566666,-112.31,25.56458333333333,-112.31041666666667,73.0,73
68,25.35,-112.725,25.352083333333326,-112.72291666666666,285.0,263
69,27.321666,-114.816666,27.32291666666667,-114.81458333333333,113.0,116
70,27.4,-114.666666,27.39791666666666,-114.66458333333334,73.0,69
71,26.483333,-113.483333,26.481250000000003,-113.48125,80.0,77
72,24.758333,-112.4,24.756249999999994,-112.40208333333334,110.0,114
73,23.4,-110.65,23.39791666666666,-110.65208333333334,183.0,229
74,25.908333,-113.125,25.90625,-113.12708333333333,168.0,203
75,32.256666,-117.146666,32.256249999999994,-117.14791666666667,64.0,60
76,26.925,-114.1,26.92708333333333,-114.09791666666666,82.0,85
77,34.006666,-119.05,34.006249999999994,-119.04791666666667,82.0,173
78,32.933333,-117.32,32.93124999999999,-117.31875,146.0,101
79,29.841666,-115.87,29.839583333333337,-115.86875,155.0,85
80,29.183333,-114.916666,29.18124999999999,-114.91458333333334,80.0,75
81,35.073333,-120.866666,35.07291666666667,-120.86458333333334,157.0,131
82,33.47,-117.766666,33.46875,-117.76458333333333,229.0,186
83,28.383333,-114.25,28.381249999999994,-114.25208333333333,57.0,66
84,28.216666,-114.566666,28.214583333333337,-114.56458333333333,99.0,100
85,26.4,-113.816666,26.39791666666666,-113.81458333333333,265.0,307
86,31.696666,-116.711666,31.69791666666667,-116.71041666666667,139.0,130
87,26.483333,-113.483333,26.481250000000003,-113.48125,73.0,77
88,25.583333,-112.191666,25.581249999999997,-112.18958333333333,75.0,27
89,25.9,-113.125,25.89791666666666,-113.12708333333333,247.0,206
90,28.066666,-114.9,28.06458333333333,-114.90208333333334,86.0,94
91,29.2,-115.05,29.19791666666667,-115.05208333333333,95.0,87
92,31.083333,-116.416666,31.081249999999997,-116.41458333333333,80.0,69
93,29.133333,-115.183333,29.131249999999994,-115.18125,101.0,107
94,32.938333,-117.326666,32.93958333333333,-117.32708333333333,256.0,255
95,35.075,-120.866666,35.07291666666667,-120.86458333333334,150.0,131
96,26.925,-114.1,26.92708333333333,-114.09791666666666,88.0,85
97,29.825,-115.866666,29.82291666666667,-115.86458333333333,82.0,78
98,32.258333,-117.153333,32.256249999999994,-117.15208333333334,60.0,62
99,34.445,-120.56,34.443749999999994,-120.56041666666667,91.0,102
100,26.075,-112.808333,26.07291666666667,-112.80625,82.0,83
101,27.4,-114.658333,27.39791666666666,-114.65625,75.0,67
102,33.673333,-119.851666,33.672916666666666,-119.85208333333333,137.0,141
103,26.483333,-113.483333,26.481250000000003,-113.48125,77.0,77
104,25.908333,-113.125,25.90625,-113.12708333333333,183.0,203
105,34.066666,-119.038333,34.06458333333333,-119.03958333333333,101.0,24
106,25.57,-112.311666,25.568749999999994,-112.31041666666667,79.0,72
107,33.633333,-119.85,33.631249999999994,-119.85208333333333,168.0,181
108,37.316666,-122.6,37.31458333333333,-122.60208333333333,91.0,84
109,27.583333,-114.85,27.581249999999997,-114.84791666666666,73.0,73
110,26.075,-112.8,26.07291666666667,-112.80208333333333,84.0,83
111,37.216666,-122.816666,37.21458333333334,-122.81458333333333,274.0,260
112,25.333333,-112.758333,25.331249999999997,-112.75625,238.0,390
113,28.216666,-114.566666,28.214583333333337,-114.56458333333333,91.0,100
114,26.316666,-113.808333,26.31458333333333,-113.80625,293.0,656
115,32.933333,-117.316666,32.93124999999999,-117.31458333333333,91.0,94
116,33.475,-117.775,33.477083333333326,-117.77708333333334,274.0,291
117,35.075,-120.866666,35.07291666666667,-120.86458333333334,155.0,131
118,28.383333,-114.241666,28.381249999999994,-114.23958333333333,66.0,60
119,32.25,-117.15,32.24791666666667,-117.15208333333334,53.0,68
120,31.703333,-116.723333,31.702083333333334,-116.72291666666666,91.0,169
121,28.05,-114.9,28.05208333333333,-114.90208333333334,80.0,91
122,36.8,-122.091666,36.797916666666666,-122.08958333333334,137.0,446
123,29.183333,-114.916666,29.18124999999999,-114.91458333333334,82.0,75
124,34.425,-120.6,34.422916666666666,-120.60208333333333,254.0,215
125,34.128333,-119.516666,34.12708333333333,-119.51458333333333,238.0,236
126,29.841666,-115.87,29.839583333333337,-115.86875,73.0,85
127,31.086666,-116.416666,31.08541666666666,-116.41458333333333,73.0,68
128,35.616666,-121.283333,35.61458333333333,-121.28125,91.0,93
129,26.921666,-114.1,26.922916666666666,-114.09791666666666,86.0,86
130,29.083333,-115.133333,29.081249999999997,-115.13125,97.0,93
131,37.808333,-123.266666,37.80624999999999,-123.26458333333333,135.0,109
132,32.251666,-117.14,32.25208333333333,-117.13958333333333,64.0,56
133,31.048333,-116.39,31.047916666666666,-116.38958333333333,64.0,60
134,37.233333,-122.825,37.23125,-122.82708333333333,256.0,253
135,35.073333,-120.866666,35.07291666666667,-120.86458333333334,135.0,131
136,28.223333,-114.571666,28.222916666666663,-114.57291666666667,82.0,97
137,35.616666,-121.276666,35.61458333333333,-121.27708333333334,110.0,96
138,29.171666,-114.978333,29.172916666666666,-114.97708333333334,91.0,88
139,27.33,-114.833333,27.331249999999997,-114.83125,110.0,92
140,29.125,-115.153333,29.12291666666667,-115.15208333333334,101.0,92
141,36.816666,-122.076666,36.81458333333333,-122.07708333333333,91.0,105
142,29.833333,-115.883333,29.831249999999997,-115.88125,137.0,134
143,32.67,-119.558333,32.66875,-119.55625,165.0,177
144,34.016666,-119.038333,34.014583333333334,-119.03958333333333,293.0,207
145,37.316666,-122.603333,37.31458333333333,-122.60208333333333,82.0,84
146,31.71,-116.77,31.71041666666666,-116.76875000000001,201.0,338
147,28.05,-114.9,28.05208333333333,-114.90208333333334,86.0,91
148,33.616666,-119.866666,33.61458333333333,-119.86458333333334,247.0,265
149,34.133333,-119.566666,34.131249999999994,-119.56458333333333,256.0,245
150,32.925,-117.316666,32.922916666666666,-117.31458333333333,91.0,134
151,28.32,-114.266666,28.318749999999994,-114.26458333333333,71.0,64
152,34.441666,-120.541666,34.43958333333333,-120.53958333333333,137.0,92
153,27.441666,-114.648333,27.43958333333333,-114.64791666666667,71.0,62
154,25.6,-112.316666,25.602083333333326,-112.31458333333333,73.0,70
155,25.916666,-113.05,25.914583333333326,-113.05208333333333,137.0,138
156,31.703333,-116.723333,31.702083333333334,-116.72291666666666,113.0,169
157,30.745,-116.355,30.74374999999999,-116.35625,84.0,91
158,34.021666,-119.05,34.02291666666666,-119.04791666666667,219.0,295
159,32.256666,-117.146666,32.256249999999994,-117.14791666666667,68.0,60
160,27.383333,-114.7,27.381249999999994,-114.70208333333333,73.0,71
161,29.85,-115.866666,29.852083333333326,-115.86458333333333,84.0,86
162,34.441666,-120.541666,34.43958333333333,-120.53958333333333,91.0,92
163,26.166666,-113.566666,26.164583333333326,-113.56458333333333,110.0,119
164,28.05,-114.9,28.05208333333333,-114.90208333333334,82.0,91
165,29.2,-114.933333,29.19791666666667,-114.93125,73.0,78
166,32.933333,-117.325,32.93124999999999,-117.32708333333333,274.0,207
167,25.383333,-112.75,25.381249999999994,-112.75208333333333,183.0,280
168,26.25,-113.383333,26.24791666666667,-113.38125,75.0,76
169,26.925,-114.083333,26.92708333333333,-114.08125,68.0,79
170,28.216666,-114.566666,28.214583333333337,-114.56458333333333,97.0,100
171,28.375,-114.258333,28.37291666666667,-114.25625,59.0,66
172,27.375,-114.8,27.37291666666667,-114.80208333333333,110.0,106
173,25.983333,-112.916666,25.981250000000003,-112.91458333333334,106.0,111
174,32.933333,-117.316666,32.93124999999999,-117.31458333333333,91.0,94
175,24.758333,-112.4,24.756249999999994,-112.40208333333334,110.0,114
176,26.483333,-113.483333,26.481250000000003,-113.48125,82.0,77
177,24.6,-112.716666,24.602083333333326,-112.71458333333334,183.0,939
178,28.225,-114.566666,28.227083333333326,-114.56458333333333,99.0,102
179,26.308333,-113.825,26.30624999999999,-113.82708333333333,274.0,688
180,24.316666,-111.8,24.31458333333333,-111.80208333333333,88.0,76
181,28.383333,-114.233333,28.381249999999994,-114.23125,55.0,57
182,28.933333,-114.683333,28.93124999999999,-114.68125,73.0,75
183,28.041666,-114.916666,28.039583333333326,-114.91458333333334,84.0,82
184,23.78,-111.383333,23.78125,-111.38125,88.0,386
185,25.908333,-113.15,25.90625,-113.15208333333334,194.0,214
186,33.616666,-119.875,33.61458333333333,-119.87708333333333,238.0,268
187,34.446666,-120.555,34.44791666666667,-120.55625,91.0,93
188,23.57,-111.733333,23.568749999999994,-111.73125,137.0,460
189,29.375,-115.291666,29.37291666666667,-115.28958333333334,55.0,53
190,27.383333,-114.683333,27.381249999999994,-114.68125,73.0,73
191,30.725,-116.333333,30.727083333333326,-116.33125000000001,110.0,87
192,25.333333,-112.758333,25.331249999999997,-112.75625,183.0,390
193,26.075,-112.8,26.07291666666667,-112.80208333333333,84.0,83
194,31.681666,-116.766666,31.68124999999999,-116.76458333333333,274.0,397
195,29.85,-115.883333,29.852083333333326,-115.88125,110.0,109
196,23.415,-110.675,23.414583333333326,-110.67708333333333,183.0,290
197,28.633333,-115.266666,28.631249999999994,-115.26458333333333,203.0,199
198,28.8,-114.941666,28.80208333333333,-114.93958333333333,95.0,107
199,24.183333,-112.05,24.18124999999999,-112.05208333333333,183.0,218
200,32.253333,-117.141666,32.25208333333333,-117.13958333333333,55.0,56
201,34.033333,-119.033333,34.03125,-119.03125,137.0,223
202,23.933333,-111.058333,23.93124999999999,-111.05625,128.0,139
203,25.57,-112.311666,25.568749999999994,-112.31041666666667,73.0,72
204,34.435,-120.558333,34.43541666666667,-120.55625,91.0,106
205,32.928333,-117.32,32.92708333333333,-117.31875,82.0,117
206,33.503333,-117.775,33.50208333333333,-117.77708333333334,55.0,64
207,25.908333,-113.125,25.90625,-113.12708333333333,174.0,203
208,25.908333,-113.125,25.90625,-113.12708333333333,201.0,203
209,31.703333,-116.723333,31.702083333333334,-116.72291666666666,82.0,169
210,28.933333,-114.683333,28.93124999999999,-114.68125,84.0,75
211,28.933333,-114.683333,28.93124999999999,-114.68125,79.0,75
212,33.611666,-119.866666,33.610416666666666,-119.86458333333334,146.0,305
213,27.4,-114.65,27.39791666666666,-114.65208333333334,68.0,67
214,27.4,-114.65,27.39791666666666,-114.65208333333334,71.0,67
215,28.35,-114.25,28.352083333333326,-114.25208333333333,77.0,64
216,28.35,-114.25,28.352083333333326,-114.25208333333333,55.0,64
217,25.57,-112.311666,25.568749999999994,-112.31041666666667,73.0,72
218,25.57,-112.311666,25.568749999999994,-112.31041666666667,82.0,72
219,27.4,-114.661666,27.39791666666666,-114.66041666666666,71.0,69
220,27.4,-114.661666,27.39791666666666,-114.66041666666666,68.0,69
221,28.8,-114.95,28.80208333333333,-114.95208333333333,102.0,108
222,28.8,-114.95,28.80208333333333,-114.95208333333333,119.0,108
223,28.8,-114.941666,28.80208333333333,-114.93958333333333,102.0,107
224,28.8,-114.941666,28.80208333333333,-114.93958333333333,119.0,107
225,28.05,-114.9,28.05208333333333,-114.90208333333334,86.0,91
226,28.05,-114.9,28.05208333333333,-114.90208333333334,84.0,91
227,28.05,-114.9,28.05208333333333,-114.90208333333334,86.0,91
228,28.05,-114.9,28.05208333333333,-114.90208333333334,84.0,91
229,30.758333,-116.345,30.756249999999994,-116.34375,79.0,66
230,28.608333,-115.316666,28.606250000000003,-115.31458333333333,210.0,251
231,28.903333,-114.733333,28.902083333333337,-114.73125,84.0,81
232,28.903333,-114.733333,28.902083333333337,-114.73125,79.0,81
233,28.633333,-115.283333,28.631249999999994,-115.28125,210.0,263
234,26.316666,-113.808333,26.31458333333333,-113.80625,201.0,656
235,26.916666,-114.083333,26.914583333333326,-114.08125,86.0,80
236,26.916666,-114.083333,26.914583333333326,-114.08125,73.0,80
237,25.55,-112.333333,25.55208333333333,-112.33125,73.0,78
238,25.55,-112.333333,25.55208333333333,-112.33125,82.0,78
239,32.253333,-117.148333,32.25208333333333,-117.14791666666667,46.0,65
240,28.216666,-114.566666,28.214583333333337,-114.56458333333333,91.0,100
241,28.216666,-114.566666,28.214583333333337,-114.56458333333333,91.0,100
242,29.375,-115.291666,29.37291666666667,-115.28958333333334,60.0,53
243,29.375,-115.291666,29.37291666666667,-115.28958333333334,55.0,53
244,26.483333,-113.483333,26.481250000000003,-113.48125,82.0,77
245,26.483333,-113.483333,26.481250000000003,-113.48125,80.0,77
246,25.9,-113.083333,25.89791666666666,-113.08125,174.0,185
247,25.9,-113.083333,25.89791666666666,-113.08125,201.0,185
248,26.075,-112.8,26.07291666666667,-112.80208333333333,73.0,83
249,26.075,-112.8,26.07291666666667,-112.80208333333333,82.0,83
250,29.366666,-115.283333,29.36458333333333,-115.28125,55.0,55
251,29.366666,-115.283333,29.36458333333333,-115.28125,60.0,55
252,26.316666,-113.816666,26.31458333333333,-113.81458333333333,201.0,681
253,28.383333,-114.241666,28.381249999999994,-114.23958333333333,77.0,60
254,28.383333,-114.241666,28.381249999999994,-114.23958333333333,55.0,60
255,26.075,-112.8,26.07291666666667,-112.80208333333333,82.0,83
256,26.075,-112.8,26.07291666666667,-112.80208333333333,73.0,83
257,26.483333,-113.483333,26.481250000000003,-113.48125,82.0,77
258,26.483333,-113.483333,26.481250000000003,-113.48125,80.0,77
259,28.216666,-114.566666,28.214583333333337,-114.56458333333333,91.0,100
260,28.216666,-114.566666,28.214583333333337,-114.56458333333333,91.0,100
261,26.921666,-114.1,26.922916666666666,-114.09791666666666,73.0,86
262,26.921666,-114.1,26.922916666666666,-114.09791666666666,86.0,86
263,37.316666,-122.603333,37.31458333333333,-122.60208333333333,82.0,84
264,28.8,-114.941666,28.80208333333333,-114.93958333333333,104.0,107
265,32.916666,-117.316666,32.914583333333326,-117.31458333333333,192.0,223
266,26.921666,-114.1,26.922916666666666,-114.09791666666666,79.0,86
267,27.4,-114.683333,27.39791666666666,-114.68125,71.0,73
268,36.816666,-122.076666,36.81458333333333,-122.07708333333333,101.0,105
269,28.383333,-114.241666,28.381249999999994,-114.23958333333333,44.0,60
270,35.616666,-121.276666,35.61458333333333,-121.27708333333334,69.0,96
271,35.073333,-120.866666,35.07291666666667,-120.86458333333334,119.0,131
272,26.316666,-113.808333,26.31458333333333,-113.80625,274.0,656
273,31.7,-116.733333,31.69791666666667,-116.73125,137.0,232
274,28.216666,-114.566666,28.214583333333337,-114.56458333333333,97.0,100
275,25.57,-112.311666,25.568749999999994,-112.31041666666667,75.0,72
276,33.338333,-119.658333,33.33958333333334,-119.65625,73.0,83
277,29.375,-115.291666,29.37291666666667,-115.28958333333334,59.0,53
278,37.233333,-122.825,37.23125,-122.82708333333333,201.0,253
279,26.075,-112.8,26.07291666666667,-112.80208333333333,80.0,83
280,26.483333,-113.483333,26.481250000000003,-113.48125,79.0,77
281,29.825,-115.9,29.82291666666667,-115.90208333333334,110.0,433
282,31.075,-116.441666,31.07291666666667,-116.43958333333333,82.0,79
283,28.933333,-114.683333,28.93124999999999,-114.68125,73.0,75
284,28.05,-114.9,28.05208333333333,-114.90208333333334,82.0,91
285,37.791666,-123.25,37.789583333333326,-123.25208333333333,119.0,118
286,25.925,-113.108333,25.92708333333333,-113.10625,183.0,178
287,34.438333,-120.541666,34.43958333333333,-120.53958333333333,88.0,92
288,28.933333,-114.683333,28.93124999999999,-114.68125,71.0,75
289,31.703333,-116.725,31.702083333333334,-116.72708333333333,155.0,189
290,29.833333,-115.891666,29.831249999999997,-115.88958333333333,146.0,202
291,31.0,-116.42,30.99791666666667,-116.41875,66.0,81
292,26.483333,-113.5,26.481250000000003,-113.50208333333333,73.0,78
293,28.05,-114.908333,28.05208333333333,-114.90625,77.0,92
294,33.343333,-119.675,33.34375,-119.67291666666667,79.0,85
295,25.908333,-113.125,25.90625,-113.12708333333333,192.0,203
296,34.133333,-119.566666,34.131249999999994,-119.56458333333333,238.0,245
297,26.083333,-112.8,26.081249999999997,-112.80208333333333,82.0,82
298,36.816666,-122.076666,36.81458333333333,-122.07708333333333,101.0,105
299,25.116666,-112.783333,25.11458333333333,-112.78125,183.0,112
300,34.441666,-120.541666,34.43958333333333,-120.53958333333333,123.0,92
301,37.316666,-122.603333,37.31458333333333,-122.60208333333333,88.0,84
302,32.933333,-117.333333,32.93124999999999,-117.33125000000001,274.0,506
303,28.4,-114.266666,28.39791666666666,-114.26458333333333,55.0,74
304,35.616666,-121.276666,35.61458333333333,-121.27708333333334,91.0,96
305,29.373333,-115.293333,29.37291666666667,-115.29375,64.0,51
306,26.921666,-114.1,26.922916666666666,-114.09791666666666,64.0,86
307,35.073333,-120.866666,35.07291666666667,-120.86458333333334,165.0,131
308,28.216666,-114.558333,28.214583333333337,-114.55625,91.0,102
309,26.325,-113.808333,26.32291666666667,-113.80625,183.0,528
310,27.4,-114.666666,27.39791666666666,-114.66458333333334,66.0,69
311,25.583333,-112.316666,25.581249999999997,-112.31458333333333,75.0,72
312,37.233333,-122.825,37.23125,-122.82708333333333,183.0,253
313,32.251666,-117.14,32.25208333333333,-117.13958333333333,110.0,56
314,28.8,-114.95,28.80208333333333,-114.95208333333333,101.0,108
315,32.256666,-117.146666,32.256249999999994,-117.14791666666667,64.0,60
316,32.256666,-117.146666,32.256249999999994,-117.14791666666667,55.0,60
317,27.383333,-114.691666,27.381249999999994,-114.68958333333333,77.0,76
318,28.921666,-114.705,28.922916666666666,-114.70625,80.0,79
319,35.073333,-120.866666,35.07291666666667,-120.86458333333334,121.0,131
320,25.333333,-112.766666,25.331249999999997,-112.76458333333333,247.0,393
321,25.858333,-113.1,25.856250000000003,-113.09791666666666,183.0,229
322,26.925,-114.1,26.92708333333333,-114.09791666666666,73.0,85
323,28.383333,-114.25,28.381249999999994,-114.25208333333333,55.0,66
324,38.496666,-123.375,38.49791666666667,-123.37708333333333,102.0,104
325,35.616666,-121.276666,35.61458333333333,-121.27708333333334,101.0,96
326,31.703333,-116.723333,31.702083333333334,-116.72291666666666,192.0,169
327,32.258333,-117.15,32.256249999999994,-117.15208333333334,64.0,62
328,32.258333,-117.15,32.256249999999994,-117.15208333333334,55.0,62
329,36.816666,-122.083333,36.81458333333333,-122.08125000000001,82.0,107
330,33.475,-117.775,33.477083333333326,-117.77708333333334,73.0,291
331,28.05,-114.9,28.05208333333333,-114.90208333333334,86.0,91
332,29.841666,-115.866666,29.839583333333337,-115.86458333333333,80.0,80
333,31.083333,-116.416666,31.081249999999997,-116.41458333333333,64.0,69
334,31.086666,-116.416666,31.08541666666666,-116.41458333333333,64.0,68
335,28.216666,-114.583333,28.214583333333337,-114.58125,91.0,100
336,29.416666,-115.333333,29.414583333333326,-115.33125,64.0,61
337,26.466666,-113.483333,26.464583333333337,-113.48125,91.0,79
338,26.016666,-112.808333,26.014583333333334,-112.80625,82.0,98
339,32.933333,-117.32,32.93124999999999,-117.31875,137.0,101
340,31.703333,-116.723333,31.702083333333334,-116.72291666666666,192.0,169
341,37.325,-122.603333,37.32291666666667,-122.60208333333333,73.0,84
342,34.438333,-120.56,34.43958333333333,-120.56041666666667,102.0,103
343,28.8,-114.941666,28.80208333333333,-114.93958333333333,104.0,107
344,25.583333,-112.313333,25.581249999999997,-112.31458333333333,73.0,72
345,37.815,-123.33,37.81458333333333,-123.33125000000001,135.0,374
346,33.475,-117.778333,33.477083333333326,-117.77708333333334,73.0,291
347,33.333333,-119.658333,33.33125,-119.65625,73.0,77
348,34.133333,-119.566666,34.131249999999994,-119.56458333333333,247.0,245
349,37.233333,-122.825,37.23125,-122.82708333333333,230.0,253
350,39.033333,-123.851666,39.03125,-123.85208333333333,132.0,104
351,28.053333,-114.9,28.05208333333333,-114.90208333333334,73.0,91
352,29.26,-115.168333,29.26041666666667,-115.16875,80.0,89
353,35.008333,-120.9,35.006249999999994,-120.90208333333334,176.0,219
354,28.188333,-114.625,28.18958333333333,-114.62708333333333,91.0,80
355,37.316666,-122.6,37.31458333333333,-122.60208333333333,73.0,84
356,35.65,-121.333333,35.64791666666666,-121.33125000000001,91.0,82
357,28.781666,-114.935,28.78125,-114.93541666666667,91.0,102
358,34.416666,-120.541666,34.414583333333326,-120.53958333333333,128.0,141
359,27.393333,-114.688333,27.393749999999997,-114.68958333333333,71.0,79
360,28.325,-114.333333,28.32291666666667,-114.33125,88.0,75
361,29.85,-115.87,29.852083333333326,-115.86875,91.0,93
362,25.57,-112.296666,25.568749999999994,-112.29791666666667,69.0,70
363,40.233333,-124.533333,40.23124999999999,-124.53125,174.0,228
364,26.905,-114.088333,26.90625,-114.08958333333334,80.0,85
365,32.256666,-117.146666,32.256249999999994,-117.14791666666667,51.0,60
366,31.708333,-116.723333,31.706249999999997,-116.72291666666666,201.0,145
367,28.93,-114.688333,28.93124999999999,-114.68958333333333,68.0,73
368,26.483333,-113.483333,26.481250000000003,-113.48125,77.0,77
369,32.926666,-117.323333,32.92708333333333,-117.32291666666666,119.0,171
370,37.233333,-122.825,37.23125,-122.82708333333333,252.0,253
371,39.75,-123.933333,39.74791666666667,-123.93125,128.0,128
372,30.753333,-116.345,30.75208333333333,-116.34375,77.0,64
373,41.758333,-124.441666,41.756249999999994,-124.43958333333333,143.0,145
374,38.5,-123.366666,38.49791666666667,-123.36458333333334,90.0,100
375,41.066666,-124.366666,41.06458333333333,-124.36458333333334,238.0,204
376,35.616666,-121.276666,35.61458333333333,-121.27708333333334,86.0,96
377,27.823333,-115.45,27.82291666666667,-115.45208333333333,163.0,225
378,37.316666,-122.603333,37.31458333333333,-122.60208333333333,88.0,84
379,29.186666,-114.93,29.18541666666667,-114.93125,71.0,79
380,27.675,-115.175,27.67708333333333,-115.17708333333333,55.0,97
381,25.566666,-112.308333,25.56458333333333,-112.30625,73.0,72
382,28.046666,-114.911666,28.047916666666666,-114.91041666666666,86.0,88
383,28.046666,-114.911666,28.047916666666666,-114.91041666666666,86.0,88
384,28.933333,-114.683333,28.93124999999999,-114.68125,82.0,75
385,33.616666,-119.866666,33.61458333333333,-119.86458333333334,293.0,265
386,28.216666,-114.55,28.214583333333337,-114.55208333333333,91.0,102
387,31.083333,-116.416666,31.081249999999997,-116.41458333333333,79.0,69
388,28.933333,-114.683333,28.93124999999999,-114.68125,82.0,75
389,34.016666,-119.038333,34.014583333333334,-119.03958333333333,82.0,207
390,28.45,-115.083333,28.44791666666667,-115.08125,126.0,142
391,29.375,-115.3,29.37291666666667,-115.30208333333333,69.0,47
392,29.375,-115.3,29.37291666666667,-115.30208333333333,69.0,47
393,28.0,-115.486666,27.99791666666667,-115.48541666666667,110.0,113
394,28.038333,-114.903333,28.039583333333326,-114.90208333333334,86.0,85
395,28.038333,-114.903333,28.039583333333326,-114.90208333333334,86.0,85
396,26.075,-112.8,26.07291666666667,-112.80208333333333,80.0,83
397,27.4,-114.666666,27.39791666666666,-114.66458333333334,68.0,69
398,35.073333,-120.866666,35.07291666666667,-120.86458333333334,155.0,131
399,37.233333,-122.825,37.23125,-122.82708333333333,219.0,253
400,25.908333,-113.125,25.90625,-113.12708333333333,179.0,203
401,28.166666,-114.466666,28.164583333333326,-114.46458333333334,44.0,86
402,28.166666,-114.466666,28.164583333333326,-114.46458333333334,58.0,86
403,37.775,-123.191666,37.77291666666666,-123.18958333333333,108.0,107
404,32.256666,-117.146666,32.256249999999994,-117.14791666666667,60.0,60
